filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,hubert_t11_classvec_distance_tgt,hubert_t11_classvec_distance_oth
BR_TRIP45848_1,ɐ̃,a,k,s,BR230,BR359,BR943,BR-participant4,BR-participant5,True,1,BR,2,0.30025733,2.3373125
BR_TRIP4687_0,ĩ,õ,l,g,BR62,BR155,BR776,BR-participant2,BR-participant1,False,0,BR,2,5.601373,4.782716
GL_TRIP1340_0,i,ɛ,g,g,GLO9,GLO152,GLO69,S04F,S03M,False,0,GL,4,0.46192774,1.313779
BR_TRIP11658_1,u,ũ,k,b,BR536,BR571,BR352,BR-participant3,BR-participant4,True,1,BR,2,1.0693378,0.50041485
BR_TRIP65269_0,õ,ɐ̃,l,s,BR656,BR764,BR22,BR-participant1,BR-participant2,False,0,BR,2,4.191832,2.2010398
GR_TRIP78372_1,ɪ,ʏ,f,s,GR748,GR714,GR140,GR-participant5,GR-participant2,True,1,GR,3,1.3046097,1.4344682
TU_TRIP1761_0,y,i,t,s,TU111,TU121,TU223,TU-participant4,TU-participant1,False,0,TU,5,3.614473,2.2812722
EN_TRIP22185_0,æ,ɪ,z,b,EN532,EN717,EN2307,EN-participant2,EN-participant5,False,0,EN,1,0.44541028,4.103462
FR_TRIP82482_1,œ,ø,z,b,FR3951,FR3766,FR2136,FR-participant5,FR-participant3,True,1,FR,0,0.71166676,1.2664325
TU_TRIP6468_1,u,i,f,z,TU27,TU13,TU68,TU-participant2,TU-participant4,True,1,TU,5,0.91372675,5.6160707
ES_TRIP12315_0,ɤ:,y:,l,s,ES292,ES294,ES160,ES-participant5,ES-participant3,False,0,ES,6,5.001348,5.415337
GR_TRIP36819_1,iː,ʏ,f,s,GR630,GR566,GR2,GR-participant1,GR-participant6,True,1,GR,3,3.1953092,5.4782734
FR_TRIP35345_0,i,y,z,b,FR4402,FR4329,FR53,FR-participant8,FR-participant6,False,0,FR,0,1.0788305,0.6287927
EN_TRIP19008_1,æ,ɑ,f,s,EN2830,EN2909,EN469,EN-participant8,EN-participant2,True,1,EN,1,0.33470106,0.8750715
ES_TRIP31426_0,ø:,y:,s,t,ES261,ES264,ES297,ES-participant1,ES-participant5,False,0,ES,6,0.3807105,0.74879295
GR_TRIP6703_1,yː,uː,f,t,GR221,GR247,GR686,GR-participant2,GR-participant5,True,1,GR,3,0.2332516,1.902794
BR_TRIP36273_0,o,ɔ,z,f,BR394,BR386,BR108,BR-participant4,BR-participant2,False,0,BR,2,0.44517514,1.4479504
TU_TRIP3244_1,y,ɯ,d,ʃ,TU158,TU132,TU239,TU-participant3,TU-participant1,True,1,TU,5,1.9992448,0.7039175
GR_TRIP79706_0,ʏ,yː,b,s,GR713,GR677,GR241,GR-participant5,GR-participant2,False,0,GR,3,0.6306645,1.1913426
FR_TRIP66407_1,e,i,z,f,FR1626,FR1668,FR1917,FR-participant4,FR-participant3,True,1,FR,0,0.1674614,0.91014445
ES_TRIP6765_0,a:,ɤ:,s,t,ES29,ES25,ES218,ES-participant2,ES-participant1,False,0,ES,6,1.0093007,0.66071975
TU_TRIP5375_0,i,ɯ,ʃ,t,TU166,TU174,TU256,TU-participant3,TU-participant1,False,0,TU,5,1.9568013,0.54087377
BR_TRIP15003_0,ũ,ẽ,z,b,BR600,BR550,BR663,BR-participant3,BR-participant1,False,0,BR,2,3.102699,4.36867
EN_TRIP38414_0,ʌ,æ,t,s,EN1587,EN1665,EN2003,EN-participant1,EN-participant7,False,0,EN,1,0.58247995,0.37202266
FR_TRIP17512_0,e,ɛ,z,f,FR1917,FR1815,FR3460,FR-participant3,FR-participant5,False,0,FR,0,2.5022562,0.41356963
BR_TRIP20806_1,õ,ẽ,l,s,BR567,BR546,BR666,BR-participant3,BR-participant1,True,1,BR,2,2.3428068,4.2340927
FR_TRIP26963_1,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,True,1,FR,0,1.8457514,0.9609379
GL_TRIP863_0,i,e,f,f,GLO58,GLO63,GLO53,S05M,S07F,False,0,GL,4,1.7883784,0.169184
GL_TRIP1802_0,o,ɔ,p,p,GLO124,GLO74,GLO32,S02M,S03M,False,0,GL,4,0.4626089,4.8850083
ES_TRIP28043_0,a:,æ:,m,v,ES188,ES187,ES59,ES-participant3,ES-participant2,False,0,ES,6,0.30144468,0.072659545
BR_TRIP22489_1,ũ,ɐ̃,k,b,BR956,BR949,BR335,BR-participant5,BR-participant4,True,1,BR,2,4.8674235,0.4523727
FR_TRIP82012_1,o,ɔ,z,b,FR3528,FR3433,FR3256,FR-participant5,FR-participant7,True,1,FR,0,0.33538187,0.3362986
GL_TRIP2490_1,e,ɛ,f,f,GLO91,GLO115,GLO55,S07F,S03M,True,1,GL,4,0.195793,1.1084231
BR_TRIP26169_1,õ,ũ,m,d,BR954,BR901,BR276,BR-participant5,BR-participant4,True,1,BR,2,0.6413425,0.30092916
GR_TRIP796_1,ʏ,aː,b,s,GR241,GR204,GR325,GR-participant2,GR-participant4,True,1,GR,3,0.63754237,5.55714
TU_TRIP2749_1,œ,y,p,t,TU102,TU126,TU36,TU-participant4,TU-participant2,True,1,TU,5,3.6566513,1.3966587
FR_TRIP55156_1,ɑ̃,ɛ̃,f,f,FR469,FR126,FR3301,FR-participant6,FR-participant7,True,1,FR,0,0.036329772,1.0059901
GR_TRIP43259_0,aː,yː,ɡ,s,GR86,GR10,GR499,GR-participant6,GR-participant3,False,0,GR,3,0.64742565,5.428915
FR_TRIP6910_1,ɛ̃,e,z,b,FR714,FR865,FR159,FR-participant2,FR-participant6,True,1,FR,0,1.6025654,4.0444837
EN_TRIP20970_0,ʌ,ʊ,t,s,EN521,EN760,EN2003,EN-participant2,EN-participant7,False,0,EN,1,2.4531398,2.3860805
TU_TRIP8005_1,y,u,ʃ,t,TU18,TU61,TU112,TU-participant2,TU-participant4,True,1,TU,5,3.168142,0.633905
BR_TRIP27429_0,u,o,b,k,BR908,BR1062,BR721,BR-participant5,BR-participant1,False,0,BR,2,2.5777762,3.2401514
GR_TRIP36529_0,iː,ɪ,f,s,GR575,GR557,GR702,GR-participant1,GR-participant5,False,0,GR,3,1.050317,3.5687058
EN_TRIP7396_0,ɛ,eɪ,z,f,EN2088,EN1953,EN400,EN-participant7,EN-participant2,False,0,EN,1,2.2964187,4.8153753
FR_TRIP71626_1,ɔ,ø,f,f,FR2733,FR2642,FR2910,FR-participant1,FR-participant7,True,1,FR,0,3.678866,5.2362432
GL_TRIP1548_1,a,aː,f,f,GLO121,GLO14,GLO116,S04F,S03M,True,1,GL,4,0.16263756,0.05115339
TU_TRIP9721_0,œ,ɯ,p,t,TU205,TU199,TU93,TU-participant1,TU-participant4,False,0,TU,5,1.2823563,3.2384713
ES_TRIP5280_1,ɤ:,ø:,s,t,ES25,ES24,ES214,ES-participant2,ES-participant1,True,1,ES,6,1.6793965,2.3007708
BR_TRIP20488_0,i,ĩ,s,p,BR454,BR558,BR710,BR-participant3,BR-participant1,False,0,BR,2,2.384912,1.5615945
BR_TRIP4128_1,ĩ,ũ,z,b,BR15,BR97,BR687,BR-participant2,BR-participant1,True,1,BR,2,1.791906,1.5631672
BR_TRIP8628_0,ũ,ẽ,s,t,BR173,BR9,BR662,BR-participant2,BR-participant1,False,0,BR,2,1.5965823,3.9953222
BR_TRIP13911_0,ẽ,ɐ̃,t,t,BR548,BR616,BR684,BR-participant3,BR-participant1,False,0,BR,2,1.5485401,3.2341764
FR_TRIP68759_0,y,i,z,b,FR2353,FR2447,FR4329,FR-participant1,FR-participant8,False,0,FR,0,0.98685694,1.1838354
GR_TRIP72121_0,ɪ,iː,f,t,GR725,GR672,GR447,GR-participant5,GR-participant3,False,0,GR,3,3.4360378,4.907721
EN_TRIP1276_1,ʊ,u,f,s,EN73,EN237,EN1741,EN-participant6,EN-participant1,True,1,EN,1,2.0662968,5.1371465
GR_TRIP70641_1,ʏ,aː,f,t,GR694,GR704,GR155,GR-participant5,GR-participant2,True,1,GR,3,0.90893817,2.9699688
GL_TRIP96_1,i,e,p,p,GLO78,GLO2,GLO25,S03M,S04F,True,1,GL,4,0.13619146,0.13298155
EN_TRIP15348_1,ʌ,ʊ,t,s,EN2733,EN2689,EN1439,EN-participant8,EN-participant3,True,1,EN,1,3.7703981,1.7067313
FR_TRIP19136_0,i,e,z,b,FR2094,FR1914,FR2447,FR-participant3,FR-participant1,False,0,FR,0,0.64208627,1.7341708
GR_TRIP66367_0,øː,yː,l,t,GR365,GR281,GR167,GR-participant4,GR-participant2,False,0,GR,3,1.6269526,4.2397823
FR_TRIP50784_1,u,ɔ,z,f,FR235,FR40,FR3156,FR-participant6,FR-participant7,True,1,FR,0,4.539768,5.2103853
BR_TRIP18596_0,ɐ̃,õ,k,s,BR615,BR514,BR761,BR-participant3,BR-participant1,False,0,BR,2,2.7554655,2.5535724
TU_TRIP9934_1,y,œ,p,t,TU260,TU249,TU170,TU-participant1,TU-participant3,True,1,TU,5,3.9822493,4.0345984
FR_TRIP81996_0,ɛ̃,ɛ,z,b,FR3470,FR3779,FR1962,FR-participant5,FR-participant3,False,0,FR,0,1.1729228,1.8754642
BR_TRIP15431_0,õ,ɔ,d,g,BR588,BR456,BR852,BR-participant3,BR-participant1,False,0,BR,2,4.54929,5.068944
GR_TRIP65260_1,yː,iː,z,t,GR282,GR273,GR182,GR-participant4,GR-participant2,True,1,GR,3,1.1891954,1.2512665
TU_TRIP10355_0,u,y,f,z,TU246,TU222,TU191,TU-participant1,TU-participant3,False,0,TU,5,0.9387122,4.8536873
GR_TRIP30269_1,uː,yː,ts,k,GR640,GR531,GR77,GR-participant1,GR-participant6,True,1,GR,3,1.5196489,5.319533
ES_TRIP28967_1,y:,ɤ:,s,t,ES192,ES190,ES27,ES-participant3,ES-participant2,True,1,ES,6,0.65095156,3.3854058
GR_TRIP79817_0,iː,ʏ,b,s,GR673,GR692,GR592,GR-participant5,GR-participant1,False,0,GR,3,2.0485914,0.4620533
ES_TRIP17947_0,y:,æ:,m,v,ES330,ES355,ES114,ES-participant5,ES-participant4,False,0,ES,6,0.813781,1.1686742
FR_TRIP17801_0,ɔ,u,z,f,FR2219,FR2058,FR2480,FR-participant3,FR-participant1,False,0,FR,0,3.9816117,4.2457685
TU_TRIP897_1,ɯ,i,f,z,TU115,TU120,TU240,TU-participant4,TU-participant1,True,1,TU,5,5.090898,0.6250557
EN_TRIP1435_0,ɪ,ʊ,f,s,EN193,EN73,EN1303,EN-participant6,EN-participant3,False,0,EN,1,2.3445802,4.78048
GL_TRIP1523_0,i,ɛ,f,f,GLO84,GLO143,GLO58,S04F,S05M,False,0,GL,4,0.64322805,0.7055107
BR_TRIP37271_0,u,o,b,k,BR396,BR237,BR1038,BR-participant4,BR-participant5,False,0,BR,2,3.269989,3.1225467
FR_TRIP68759_1,y,i,z,b,FR2353,FR2447,FR4329,FR-participant1,FR-participant8,True,1,FR,0,0.98685694,1.1838354
GR_TRIP19838_1,yː,iː,f,t,GR492,GR461,GR66,GR-participant3,GR-participant6,True,1,GR,3,0.844894,3.9665103
EN_TRIP2765_1,ɑ,u,z,b,EN135,EN43,EN1204,EN-participant6,EN-participant3,True,1,EN,1,0.12830697,0.60206175
ES_TRIP8746_1,æ:,i:,l,s,ES22,ES20,ES271,ES-participant2,ES-participant1,True,1,ES,6,2.266437,2.215775
BR_TRIP39754_1,ɐ̃,õ,m,d,BR253,BR276,BR948,BR-participant4,BR-participant5,True,1,BR,2,0.3389258,0.49234745
BR_TRIP17058_1,ĩ,õ,l,g,BR556,BR587,BR262,BR-participant3,BR-participant4,True,1,BR,2,3.5778272,1.5378098
FR_TRIP27494_0,ɛ,ɛ̃,z,f,FR2884,FR3098,FR2844,FR-participant7,FR-participant1,False,0,FR,0,1.8070763,5.4587173
EN_TRIP27314_1,ʊ,ʌ,z,b,EN1020,EN894,EN2924,EN-participant4,EN-participant8,True,1,EN,1,0.56805354,0.18977034
ES_TRIP9846_0,ɤ:,i:,s,t,ES298,ES311,ES85,ES-participant5,ES-participant4,False,0,ES,6,0.45037067,5.5925245
GR_TRIP67207_1,øː,yː,ts,k,GR314,GR284,GR459,GR-participant4,GR-participant3,True,1,GR,3,5.1362424,0.15967411
BR_TRIP18626_0,ɐ̃,ẽ,k,s,BR615,BR549,BR761,BR-participant3,BR-participant1,False,0,BR,2,2.7554655,1.128611
FR_TRIP17553_0,ɛ̃,ɑ̃,z,f,FR1965,FR1860,FR1483,FR-participant3,FR-participant4,False,0,FR,0,0.4139771,0.24984646
ES_TRIP5603_1,ɤ:,a:,s,t,ES61,ES29,ES190,ES-participant2,ES-participant3,True,1,ES,6,0.17910385,2.9721498
BR_TRIP49806_0,ũ,u,k,b,BR670,BR782,BR892,BR-participant1,BR-participant5,False,0,BR,2,0.79582024,4.0660963
EN_TRIP24202_1,ɛ,eɪ,f,s,EN610,EN495,EN2157,EN-participant2,EN-participant7,True,1,EN,1,3.8335218,4.596929
ES_TRIP2639_1,ø:,y:,m,v,ES42,ES57,ES135,ES-participant2,ES-participant4,True,1,ES,6,2.4373713,0.87553126
BR_TRIP31489_0,e,ĩ,s,p,BR865,BR970,BR320,BR-participant5,BR-participant4,False,0,BR,2,0.43707272,0.774905
BR_TRIP65828_1,ẽ,ĩ,l,s,BR682,BR775,BR55,BR-participant1,BR-participant2,True,1,BR,2,2.569663,3.2571027
FR_TRIP49536_0,ɛ,e,z,b,FR101,FR342,FR1812,FR-participant6,FR-participant3,False,0,FR,0,0.5284956,0.935191
TU_TRIP9912_1,y,œ,p,t,TU238,TU249,TU82,TU-participant1,TU-participant4,True,1,TU,5,1.8996277,0.536659
FR_TRIP84500_0,ø,ɔ,z,f,FR3968,FR3596,FR1834,FR-participant5,FR-participant2,False,0,FR,0,3.6797948,0.8795183
EN_TRIP12562_0,æ,ɪ,f,s,EN2316,EN2436,EN1654,EN-participant5,EN-participant1,False,0,EN,1,1.232755,5.7398334
ES_TRIP31961_1,i:,y:,s,t,ES263,ES228,ES311,ES-participant1,ES-participant5,True,1,ES,6,0.6186923,0.32971355
GR_TRIP6703_0,yː,uː,f,t,GR221,GR247,GR686,GR-participant2,GR-participant5,False,0,GR,3,0.2332516,1.902794
BR_TRIP7763_0,ĩ,ɐ̃,l,s,BR16,BR5,BR845,BR-participant2,BR-participant1,False,0,BR,2,5.4502554,4.1271167
GL_TRIP785_1,a,aː,p,p,GLO108,GLO6,GLO4,S05M,S02M,True,1,GL,4,0.34134978,0.29180822
TU_TRIP5964_1,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,True,1,TU,5,2.5765352,1.3326123
BR_TRIP60168_1,ũ,õ,s,t,BR706,BR667,BR28,BR-participant1,BR-participant2,True,1,BR,2,3.2553015,2.2221506
FR_TRIP57090_0,œ,o,f,f,FR1615,FR1657,FR2074,FR-participant4,FR-participant3,False,0,FR,0,2.0659935,2.265807
EN_TRIP7154_0,ʌ,ɑ,z,b,EN2217,EN1924,EN1511,EN-participant7,EN-participant3,False,0,EN,1,1.2840666,0.16003716
GR_TRIP10332_1,ʏ,øː,l,t,GR156,GR251,GR31,GR-participant2,GR-participant6,True,1,GR,3,0.67767507,2.7280269
BR_TRIP19672_1,e,i,d,s,BR489,BR451,BR814,BR-participant3,BR-participant1,True,1,BR,2,1.007121,1.5673459
BR_TRIP16944_0,ũ,ẽ,m,d,BR570,BR553,BR277,BR-participant3,BR-participant4,False,0,BR,2,0.9954715,4.1024704
ES_TRIP33123_0,ɤ:,ø:,l,s,ES220,ES267,ES19,ES-participant1,ES-participant2,False,0,ES,6,0.6135842,5.4789705
BR_TRIP31307_1,i,ɛ,f,s,BR994,BR862,BR794,BR-participant5,BR-participant1,True,1,BR,2,0.36990622,5.115983
TU_TRIP5496_1,y,i,ʃ,t,TU182,TU166,TU6,TU-participant3,TU-participant2,True,1,TU,5,2.2186165,0.77548
GL_TRIP2256_1,e,ɛ,g,g,GLO105,GLO24,GLO68,S01F,S03M,True,1,GL,4,0.08724461,1.7154214
EN_TRIP22725_0,æ,ʌ,z,f,EN535,EN459,EN160,EN-participant2,EN-participant6,False,0,EN,1,2.865757,0.036938336
GR_TRIP35501_1,aː,ʏ,f,s,GR601,GR566,GR345,GR-participant1,GR-participant4,True,1,GR,3,1.5123023,5.44021
ES_TRIP12010_0,ø:,æ:,l,s,ES291,ES319,ES171,ES-participant5,ES-participant3,False,0,ES,6,2.511933,0.22011285
FR_TRIP12490_1,e,ɛ̃,f,f,FR1930,FR1978,FR3553,FR-participant3,FR-participant5,True,1,FR,0,3.2223713,2.5229297
BR_TRIP51876_0,ẽ,õ,t,t,BR771,BR699,BR872,BR-participant1,BR-participant5,False,0,BR,2,1.1905719,5.745444
FR_TRIP36092_0,ɑ̃,ɔ̃,z,f,FR4274,FR4250,FR3642,FR-participant8,FR-participant5,False,0,FR,0,0.45751774,2.1003196
BR_TRIP48484_1,ĩ,i,s,k,BR309,BR373,BR972,BR-participant4,BR-participant5,True,1,BR,2,5.3847785,2.2855003
FR_TRIP76069_1,œ,ɔ,f,f,FR3566,FR3609,FR4245,FR-participant5,FR-participant8,True,1,FR,0,1.7118875,0.08241813
GR_TRIP27669_0,yː,ʏ,f,t,GR597,GR622,GR280,GR-participant1,GR-participant4,False,0,GR,3,2.7106776,4.577313
TU_TRIP3503_1,u,ɯ,f,z,TU191,TU172,TU246,TU-participant3,TU-participant1,True,1,TU,5,0.9387122,4.380912
BR_TRIP45910_0,õ,ɔ,k,s,BR421,BR342,BR514,BR-participant4,BR-participant3,False,0,BR,2,2.5037518,1.5964892
GR_TRIP70092_0,ʊ,uː,f,t,GR709,GR645,GR196,GR-participant5,GR-participant2,False,0,GR,3,2.9176192,3.0219479
ES_TRIP18193_1,æ:,ɤ:,m,v,ES331,ES352,ES187,ES-participant5,ES-participant3,True,1,ES,6,1.6827171,2.3404753
ES_TRIP23038_1,y:,ɤ:,s,t,ES120,ES118,ES300,ES-participant4,ES-participant5,True,1,ES,6,0.4057965,1.8821186
EN_TRIP34755_0,ʊ,u,z,b,EN1339,EN1176,EN2372,EN-participant3,EN-participant5,False,0,EN,1,0.93283296,2.0685136
GR_TRIP25107_0,øː,ʏ,n,t,GR458,GR427,GR653,GR-participant3,GR-participant5,False,0,GR,3,3.5341043,0.59576255
FR_TRIP64704_1,ø,œ,z,b,FR1230,FR1599,FR2952,FR-participant4,FR-participant7,True,1,FR,0,2.1457427,1.4268864
GL_TRIP573_0,i,e,g,g,GLO69,GLO68,GLO22,S03M,S02M,False,0,GL,4,0.6781484,0.55088156
FR_TRIP57187_1,i,e,f,f,FR1681,FR1685,FR2254,FR-participant4,FR-participant3,True,1,FR,0,1.3375758,1.5849364
ES_TRIP5341_0,ɤ:,i:,s,t,ES13,ES62,ES166,ES-participant2,ES-participant3,False,0,ES,6,0.29048303,5.2703004
BR_TRIP60700_1,ẽ,ĩ,s,t,BR768,BR648,BR54,BR-participant1,BR-participant2,True,1,BR,2,1.222202,2.2035847
FR_TRIP17782_0,ɔ,o,z,f,FR2219,FR1891,FR2655,FR-participant3,FR-participant1,False,0,FR,0,4.9147077,4.072071
GR_TRIP37873_1,yː,iː,b,s,GR550,GR628,GR40,GR-participant1,GR-participant6,True,1,GR,3,0.25681382,2.6845386
EN_TRIP22888_1,u,ʊ,z,f,EN688,EN651,EN2756,EN-participant2,EN-participant8,True,1,EN,1,4.331657,4.8752227
GR_TRIP46065_0,ʊ,ʏ,f,s,GR23,GR29,GR391,GR-participant6,GR-participant3,False,0,GR,3,0.6002548,5.786622
TU_TRIP8929_1,œ,ɯ,d,ʃ,TU37,TU25,TU94,TU-participant2,TU-participant4,True,1,TU,5,0.18276532,1.1540946
BR_TRIP46184_1,a,ɐ̃,k,s,BR359,BR230,BR118,BR-participant4,BR-participant2,True,1,BR,2,0.1897788,0.90585417
BR_TRIP2113_0,ũ,ɐ̃,m,d,BR170,BR52,BR334,BR-participant2,BR-participant4,False,0,BR,2,4.9473624,0.21018875
ES_TRIP27406_1,y:,i:,m,v,ES210,ES149,ES45,ES-participant3,ES-participant2,True,1,ES,6,0.0,1.0567151
GR_TRIP32421_0,ɪ,ʏ,ɡ,s,GR637,GR607,GR49,GR-participant1,GR-participant6,False,0,GR,3,0.5560294,1.569353
TU_TRIP2480_0,y,i,ʃ,t,TU125,TU122,TU49,TU-participant4,TU-participant2,False,0,TU,5,1.2583635,0.4669372
BR_TRIP56438_1,ĩ,e,z,b,BR774,BR756,BR580,BR-participant1,BR-participant3,True,1,BR,2,1.9043996,2.1075294
TU_TRIP11279_0,œ,y,t,s,TU252,TU236,TU197,TU-participant1,TU-participant3,False,0,TU,5,0.44803748,0.72600687
GL_TRIP1329_0,e,ɛ,g,g,GLO0,GLO152,GLO137,S04F,S05M,False,0,GL,4,0.79131556,1.5086846
GR_TRIP52900_1,yː,ʏ,ts,k,GR9,GR33,GR555,GR-participant6,GR-participant1,True,1,GR,3,0.4488355,2.6008155
BR_TRIP7398_1,ɔ,õ,k,s,BR200,BR19,BR801,BR-participant2,BR-participant1,True,1,BR,2,0.14103884,5.558394
FR_TRIP84000_1,ɛ̃,ɛ,z,f,FR3473,FR3782,FR717,FR-participant5,FR-participant2,True,1,FR,0,2.815306,3.1759648
BR_TRIP49750_0,ũ,ɐ̃,k,b,BR704,BR767,BR571,BR-participant1,BR-participant3,False,0,BR,2,4.484197,1.6159117
FR_TRIP26406_1,ø,œ,z,b,FR2952,FR3364,FR2428,FR-participant7,FR-participant1,True,1,FR,0,1.9949787,2.2813654
TU_TRIP7285_0,u,i,t,s,TU28,TU45,TU91,TU-participant2,TU-participant4,False,0,TU,5,0.79396415,3.3659456
ES_TRIP32887_0,ø:,ɤ:,l,s,ES267,ES232,ES303,ES-participant1,ES-participant5,False,0,ES,6,0.46685854,4.2301855
GR_TRIP18299_1,iː,ʏ,f,t,GR403,GR511,GR121,GR-participant3,GR-participant6,True,1,GR,3,0.91748285,1.0500475
GR_TRIP35175_0,ɪ,iː,f,s,GR557,GR575,GR724,GR-participant1,GR-participant5,False,0,GR,3,0.9885192,3.3512342
ES_TRIP3950_1,y:,æ:,m,v,ES57,ES10,ES282,ES-participant2,ES-participant1,True,1,ES,6,2.8855023,5.4751806
EN_TRIP40491_0,ʌ,ʊ,z,f,EN1602,EN1730,EN2220,EN-participant1,EN-participant7,False,0,EN,1,0.05146142,0.28372967
ES_TRIP28920_1,y:,ø:,s,t,ES192,ES165,ES312,ES-participant3,ES-participant5,True,1,ES,6,1.6557434,2.3813176
GL_TRIP44_1,o,ɔ,p,p,GLO32,GLO132,GLO106,S03M,S04F,True,1,GL,4,0.33732602,4.361868
GR_TRIP8946_1,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,True,1,GR,3,1.0865273,4.1685557
FR_TRIP82056_0,o,œ,z,b,FR3528,FR3951,FR3256,FR-participant5,FR-participant7,False,0,FR,0,0.33538187,1.7783363
GL_TRIP226_1,e,i,f,f,GLO55,GLO64,GLO76,S03M,S01F,True,1,GL,4,0.16164789,2.6386566
BR_TRIP24180_0,ɐ̃,ẽ,t,t,BR915,BR872,BR785,BR-participant5,BR-participant1,False,0,BR,2,0.04834012,5.711829
FR_TRIP12479_0,e,ɛ,f,f,FR1930,FR1828,FR2782,FR-participant3,FR-participant1,False,0,FR,0,0.20819414,3.005651
EN_TRIP15318_0,æ,ʌ,t,s,EN2709,EN2733,EN480,EN-participant8,EN-participant2,False,0,EN,1,1.0230355,4.480114
BR_TRIP57473_0,ĩ,ũ,f,s,BR690,BR664,BR1028,BR-participant1,BR-participant5,False,0,BR,2,2.6109848,2.8185692
ES_TRIP9049_1,a:,ɤ:,l,s,ES23,ES67,ES236,ES-participant2,ES-participant1,True,1,ES,6,0.6716432,4.2088814
TU_TRIP617_0,i,ɯ,f,z,TU107,TU84,TU254,TU-participant4,TU-participant1,False,0,TU,5,0.68757665,4.971249
FR_TRIP38401_1,i,y,f,f,FR4176,FR4377,FR1681,FR-participant8,FR-participant4,True,1,FR,0,0.7357127,2.1493418
BR_TRIP13172_0,ɐ̃,a,t,t,BR539,BR439,BR292,BR-participant3,BR-participant4,False,0,BR,2,0.23754734,0.050940644
ES_TRIP24539_1,æ:,ø:,l,s,ES127,ES90,ES70,ES-participant4,ES-participant2,True,1,ES,6,1.0272331,2.9571266
TU_TRIP7209_1,ɯ,u,t,s,TU53,TU34,TU160,TU-participant2,TU-participant3,True,1,TU,5,1.0174761,1.0894139
FR_TRIP65023_0,ɛ̃,e,z,b,FR1480,FR1623,FR4203,FR-participant4,FR-participant8,False,0,FR,0,0.0,5.570537
ES_TRIP11687_1,a:,æ:,s,t,ES290,ES313,ES194,ES-participant5,ES-participant3,True,1,ES,6,1.999282,2.6991224
BR_TRIP20803_1,õ,ɐ̃,l,s,BR567,BR618,BR666,BR-participant3,BR-participant1,True,1,BR,2,2.3428068,3.2464077
FR_TRIP8274_1,ɔ,o,z,f,FR1021,FR803,FR1306,FR-participant2,FR-participant4,True,1,FR,0,3.1677291,4.1972785
BR_TRIP32330_0,ĩ,ɐ̃,s,t,BR971,BR918,BR416,BR-participant5,BR-participant4,False,0,BR,2,5.4620795,0.45711792
FR_TRIP50935_0,ɑ̃,ɛ̃,z,f,FR456,FR162,FR2996,FR-participant6,FR-participant7,False,0,FR,0,1.5205607,3.1764264
GR_TRIP67781_1,uː,yː,z,t,GR644,GR688,GR230,GR-participant5,GR-participant2,True,1,GR,3,1.4129465,5.790165
BR_TRIP46243_0,o,u,s,b,BR223,BR347,BR936,BR-participant4,BR-participant5,False,0,BR,2,0.38180578,1.1336006
EN_TRIP12179_0,ɪ,i,z,b,EN2527,EN2488,EN717,EN-participant5,EN-participant2,False,0,EN,1,1.0434502,1.0411559
GR_TRIP63238_0,aː,ʏ,b,s,GR346,GR267,GR421,GR-participant4,GR-participant3,False,0,GR,3,0.2622296,4.615912
FR_TRIP55240_1,ɔ̃,ɑ̃,f,f,FR479,FR469,FR2137,FR-participant6,FR-participant3,True,1,FR,0,0.662652,2.3854392
BR_TRIP16810_1,õ,ũ,m,d,BR595,BR596,BR668,BR-participant3,BR-participant1,True,1,BR,2,0.22450948,0.9192076
EN_TRIP27242_1,æ,ɑ,z,b,EN980,EN772,EN2307,EN-participant4,EN-participant5,True,1,EN,1,1.1685036,1.9133531
EN_TRIP19090_0,ɑ,u,f,s,EN2909,EN2768,EN1219,EN-participant8,EN-participant3,False,0,EN,1,0.39279947,4.549156
BR_TRIP48875_0,i,ĩ,s,k,BR373,BR266,BR132,BR-participant4,BR-participant2,False,0,BR,2,1.9990058,5.61886
BR_TRIP35977_1,ɛ,e,t,ʃ,BR213,BR286,BR76,BR-participant4,BR-participant2,True,1,BR,2,1.4664773,2.3391209
BR_TRIP57499_0,ĩ,ũ,f,s,BR847,BR708,BR151,BR-participant1,BR-participant2,False,0,BR,2,5.438046,5.5925245
GR_TRIP79480_1,aː,yː,b,s,GR741,GR763,GR204,GR-participant5,GR-participant2,True,1,GR,3,3.4372017,5.4752088
EN_TRIP3290_0,ɛ,eɪ,z,f,EN144,EN105,EN1112,EN-participant6,EN-participant4,False,0,EN,1,2.6677003,5.0253754
TU_TRIP10021_1,ɯ,y,d,ʃ,TU209,TU261,TU88,TU-participant1,TU-participant4,True,1,TU,5,0.5568034,3.3108644
FR_TRIP82361_0,u,ɔ,z,b,FR3842,FR3433,FR4425,FR-participant5,FR-participant8,False,0,FR,0,0.55467886,0.5444192
FR_TRIP17398_0,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,False,0,FR,0,3.6797948,4.634746
