filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,wav2vec 2.0 (Transformer)_layer8_distance_tgt,wav2vec 2.0 (Transformer)_layer8_distance_oth,wav2vec 2.0 (Transformer)_layer9_distance_tgt,wav2vec 2.0 (Transformer)_layer9_distance_oth,wav2vec 2.0 (Transformer)_layer10_distance_tgt,wav2vec 2.0 (Transformer)_layer10_distance_oth,wav2vec 2.0 (Transformer)_layer11_distance_tgt,wav2vec 2.0 (Transformer)_layer11_distance_oth,wav2vec 2.0 (Transformer)_layer1_distance_tgt,wav2vec 2.0 (Transformer)_layer1_distance_oth,wav2vec 2.0 (Transformer)_layer2_distance_tgt,wav2vec 2.0 (Transformer)_layer2_distance_oth,wav2vec 2.0 (Transformer)_layer3_distance_tgt,wav2vec 2.0 (Transformer)_layer3_distance_oth,wav2vec 2.0 (Transformer)_layer4_distance_tgt,wav2vec 2.0 (Transformer)_layer4_distance_oth,wav2vec 2.0 (Transformer)_layer5_distance_tgt,wav2vec 2.0 (Transformer)_layer5_distance_oth,wav2vec 2.0 (Transformer)_layer6_distance_tgt,wav2vec 2.0 (Transformer)_layer6_distance_oth,wav2vec 2.0 (Transformer)_layer7_distance_tgt,wav2vec 2.0 (Transformer)_layer7_distance_oth,wav2vec 2.0 (Transformer)_layer12_distance_tgt,wav2vec 2.0 (Transformer)_layer12_distance_oth
BR_TRIP66562_1,i,ɛ,d,s,BR758,BR731,BR496,BR-participant1,BR-participant3,True,1,BR,2,0.52256178855896,0.5776928663253784,0.3129194974899292,0.3042734861373901,0.3061394691467285,0.0460893660783767,0.053182303905487,0.021537896245718,0.5344232320785522,0.5439297556877136,0.5013184547424316,0.5092134475708008,0.4712163805961609,0.502347469329834,0.4972377419471741,0.5352199673652649,0.4851109385490417,0.5296266078948975,0.4505646228790283,0.4976094961166382,0.4583631157875061,0.5026378035545349,0.3946763575077057,0.0512811802327632
BR_TRIP25023_0,ẽ,ĩ,z,b,BR871,BR1025,BR256,BR-participant5,BR-participant4,False,0,BR,2,0.576614260673523,0.6229481101036072,0.3728999197483063,0.4120611250400543,0.2794007658958435,0.302558422088623,0.0330364406108856,0.032190553843975,0.6223740577697754,0.6856160163879395,0.5701721906661987,0.6500017046928406,0.5452615022659302,0.6177826523780823,0.5551614761352539,0.6516489386558533,0.5657230019569397,0.6609543561935425,0.6010836362838745,0.6683292984962463,0.5834188461303711,0.6527723073959351,0.0790092200040817,0.0684243813157081
ES_TRIP27047_0,i:,ɤ:,m,v,ES149,ES148,ES56,ES-participant3,ES-participant2,False,0,ES,6,0.5262618064880371,0.9638733863830566,0.3723287284374237,0.5795096158981323,0.3026199340820312,0.4717038571834564,0.0428033843636512,0.2001181542873382,0.528542697429657,0.635709285736084,0.4623289108276367,0.5637961030006409,0.4216565191745758,0.5257012844085693,0.4024556279182434,0.5257449150085449,0.393561840057373,0.5262742042541504,0.3855043053627014,0.5161324143409729,0.4315126240253448,0.6855564117431641,0.2483436614274978,0.3613292872905731
TU_TRIP3697_0,y,u,f,z,TU167,TU143,TU16,TU-participant3,TU-participant2,False,0,TU,5,0.4198377728462219,0.515296459197998,0.3374757170677185,0.4174606502056122,0.1561960875988006,0.270629733800888,0.0192205570638179,0.0531534031033515,0.5336302518844604,0.5845129489898682,0.4579582214355469,0.5220972299575806,0.4253042638301849,0.4809974133968353,0.4241194128990173,0.46406951546669,0.4346378445625305,0.4547753930091858,0.4012526571750641,0.4377869963645935,0.4046670496463775,0.4939526319503784,0.0619894079864025,0.1192586421966552
BR_TRIP48561_0,e,ĩ,s,k,BR369,BR309,BR446,BR-participant4,BR-participant3,False,0,BR,2,0.6672482490539551,0.7595487236976624,0.4775171279907226,0.4639314413070678,0.1434298753738403,0.2293257564306259,0.0220248997211456,0.0561350025236606,0.7149156928062439,0.765652060508728,0.654750645160675,0.7264577150344849,0.5970813035964966,0.7258755564689636,0.6108863949775696,0.7484441995620728,0.585275411605835,0.7357263565063477,0.5968420505523682,0.7159457802772522,0.6536721587181091,0.7510103583335876,0.0377187095582485,0.2608734965324402
BR_TRIP8114_1,ɐ̃,ĩ,s,t,BR51,BR153,BR788,BR-participant2,BR-participant1,True,1,BR,2,0.4404381513595581,0.4908992648124695,0.2527791261672973,0.2383535951375961,0.084213301539421,0.1328588128089904,0.0260006394237279,0.0228502806276083,0.4647170007228851,0.5025589466094971,0.423586368560791,0.4800788760185241,0.3775043487548828,0.4679417312145233,0.3690825700759887,0.4723297357559204,0.3551570475101471,0.4764274656772613,0.3826166689395904,0.4992357790470123,0.4257704615592956,0.5095738768577576,0.2774728834629059,0.1043897047638893
EN_TRIP27490_1,i,ɪ,z,f,EN814,EN962,EN22,EN-participant4,EN-participant6,True,1,EN,1,0.4199471771717071,0.5804431438446045,0.2676253914833069,0.3912311494350433,0.1543937772512436,0.3195663094520569,0.0129033112898468,0.0374462716281414,0.5782680511474609,0.6846727728843689,0.5087023973464966,0.6244524717330933,0.4700871407985687,0.5775105953216553,0.4894582629203796,0.5986071825027466,0.4664271473884582,0.5820810794830322,0.446719765663147,0.577753484249115,0.4432464838027954,0.5799170732498169,0.046727392822504,0.2301575243473053
ES_TRIP29181_1,æ:,ɤ:,s,t,ES169,ES154,ES289,ES-participant3,ES-participant5,True,1,ES,6,0.4610968232154846,0.5740340352058411,0.2494327574968338,0.3037959039211273,0.1494264006614685,0.3087984025478363,0.0507283322513103,0.082137331366539,0.5323707461357117,0.571634829044342,0.4735974669456482,0.5304815173149109,0.4388427734375,0.5201827883720398,0.4428185522556305,0.537411630153656,0.4094766974449157,0.5015817880630493,0.4015854895114898,0.4967963993549347,0.4193568825721741,0.5436599850654602,0.3973698616027832,0.3578981459140777
BR_TRIP45910_1,õ,ɔ,k,s,BR421,BR342,BR514,BR-participant4,BR-participant3,True,1,BR,2,0.6948094367980957,0.6501727104187012,0.5313913226127625,0.3564873337745666,0.1060867980122566,0.1410164833068847,0.022222438827157,0.0360045842826366,0.5996289849281311,0.6217862367630005,0.5651059746742249,0.5961347818374634,0.5651604533195496,0.5923037528991699,0.5846356749534607,0.6108380556106567,0.5625804662704468,0.6067610383033752,0.5561621189117432,0.6023633480072021,0.6382777690887451,0.6338350772857666,0.1452997624874115,0.3406146168708801
ES_TRIP17724_1,y:,ø:,m,v,ES342,ES339,ES150,ES-participant5,ES-participant3,True,1,ES,6,0.4404520690441131,0.5562191009521484,0.2838048636913299,0.5170847773551941,0.227568969130516,0.3161059021949768,0.0381712205708026,0.0691192671656608,0.553970217704773,0.4798530042171478,0.4727662205696106,0.3962454497814178,0.3929131925106048,0.3578432202339172,0.3600593209266662,0.3402746617794037,0.3285057246685028,0.3224596381187439,0.2941754758358001,0.2898495495319366,0.3573641180992126,0.4336651265621185,0.0925733596086502,0.2487286329269409
GR_TRIP9669_1,ʊ,ʏ,f,t,GR196,GR243,GR263,GR-participant2,GR-participant4,True,1,GR,3,0.4436292946338653,0.6564631462097168,0.2866920530796051,0.4248335659503937,0.116861879825592,0.0891037657856941,0.0340662486851215,0.0348684899508953,0.5088837742805481,0.6838650703430176,0.4565452039241791,0.6210392117500305,0.4261925816535949,0.5993136167526245,0.4283224642276764,0.6225318312644958,0.4108205735683441,0.5853551626205444,0.3923559486865997,0.5765164494514465,0.4418292939662933,0.6493613719940186,0.3120965659618377,0.2637803256511688
FR_TRIP49305_0,ɔ,œ,z,b,FR37,FR178,FR4004,FR-participant6,FR-participant8,False,0,FR,0,0.5181868076324463,0.6663713455200195,0.3744136393070221,0.4649535417556762,0.2477713674306869,0.22796131670475,0.065122053027153,0.0781980454921722,0.4975553154945373,0.6779494881629944,0.453350692987442,0.6223303079605103,0.4184354543685913,0.5899598598480225,0.3926325142383575,0.6166983842849731,0.4171270132064819,0.6255128383636475,0.4385563135147095,0.6591984629631042,0.4447847902774811,0.6584850549697876,0.2842825353145599,0.1330384165048599
ES_TRIP9916_0,ɤ:,y:,s,t,ES298,ES288,ES226,ES-participant5,ES-participant1,False,0,ES,6,0.4315345287322998,0.4963312745094299,0.2251129150390625,0.2562459111213684,0.178694263100624,0.0578358806669712,0.0422768704593181,0.0213197022676467,0.5364327430725098,0.5261409878730774,0.4723832607269287,0.4856989085674286,0.4323537647724151,0.4410557448863983,0.4386283457279205,0.4569297134876251,0.4077942073345184,0.4334070682525635,0.4048312902450561,0.4717863500118255,0.425862967967987,0.502147912979126,0.1199473366141319,0.0859079137444496
GR_TRIP72121_1,ɪ,iː,f,t,GR725,GR672,GR447,GR-participant5,GR-participant3,True,1,GR,3,0.6608242988586426,0.6096534132957458,0.4741405248641968,0.4181749522686004,0.1038582324981689,0.1908503472805023,0.0534531697630882,0.0368247516453266,0.7007430195808411,0.6863950490951538,0.6610853672027588,0.6381896138191223,0.6603573560714722,0.5993956327438354,0.6897637248039246,0.6049575209617615,0.6832842826843262,0.5690988302230835,0.6463444828987122,0.5303068161010742,0.6783046722412109,0.5701034069061279,0.1443678587675094,0.5733284950256348
FR_TRIP17769_1,ɔ,ø,z,f,FR2219,FR1834,FR40,FR-participant3,FR-participant6,True,1,FR,0,0.3727160692214966,0.4505326747894287,0.2210655063390731,0.2597048282623291,0.046439804136753,0.0672155171632766,0.0079552624374628,0.0136982826516032,0.4612692296504974,0.4766395986080169,0.437046617269516,0.4485532641410827,0.3944370448589325,0.3876193165779114,0.3873961567878723,0.3971802294254303,0.3858208060264587,0.4326940476894378,0.3766160905361175,0.4354837536811828,0.3704322278499603,0.4585239589214325,0.0710540488362312,0.0597364977002143
TU_TRIP496_0,i,u,f,z,TU76,TU90,TU232,TU-participant4,TU-participant1,False,0,TU,5,0.504926323890686,0.5494913458824158,0.4403337836265564,0.3620763719081878,0.236243650317192,0.2421157360076904,0.0361122861504554,0.031857457011938,0.5045414566993713,0.5865731239318848,0.4705415666103363,0.5610133409500122,0.434988260269165,0.5161920785903931,0.442865788936615,0.5236927270889282,0.4553506374359131,0.5453186631202698,0.444885790348053,0.5423861145973206,0.48434779047966,0.5502440333366394,0.0898851230740547,0.0629541501402854
GR_TRIP36149_0,ʏ,ɪ,f,s,GR566,GR557,GR354,GR-participant1,GR-participant4,False,0,GR,3,0.4930308759212494,0.4912585914134979,0.2759345173835754,0.283528208732605,0.2731772661209106,0.3721889555454254,0.0459499061107635,0.0948734059929847,0.5268629789352417,0.5277212858200073,0.4716619551181793,0.4835825264453888,0.4221881031990051,0.4522492289543152,0.4300533831119537,0.4969821274280548,0.4101055562496185,0.47519451379776,0.3827248215675354,0.467348039150238,0.4350960254669189,0.4659681320190429,0.1478727906942367,0.309097021818161
GL_TRIP1565_1,ɛ,i,f,f,GLO143,GLO84,GLO73,S04F,S05M,True,1,GL,4,0.4141437113285064,0.4219789505004883,0.2486883997917175,0.2738146185874939,0.0717790350317955,0.1525637209415435,0.0127965351566672,0.0443979687988758,0.4933743774890899,0.4840414524078369,0.4338925182819366,0.408719539642334,0.4133422672748565,0.3921074867248535,0.4167984127998352,0.4071030616760254,0.4230788350105285,0.4102689623832702,0.4299754798412323,0.4372411668300628,0.4181994199752807,0.4294401109218597,0.0193838384002447,0.0525428503751754
EN_TRIP40722_1,u,ɑ,z,f,EN1866,EN1642,EN2538,EN-participant1,EN-participant5,True,1,EN,1,0.4102649390697479,0.618833065032959,0.2939834892749786,0.3684894442558288,0.2579019963741302,0.271685242652893,0.0256640370935201,0.0282080266624689,0.4989421963691711,0.6148717403411865,0.4560798406600952,0.5646457076072693,0.4051871001720428,0.499760240316391,0.4199326038360595,0.5005179047584534,0.4266367852687835,0.5299846529960632,0.4183751940727234,0.533054769039154,0.4356897175312042,0.6019856333732605,0.0474353954195976,0.1053078398108482
GR_TRIP71750_0,yː,ʏ,f,t,GR764,GR694,GR221,GR-participant5,GR-participant2,False,0,GR,3,0.5986206531524658,0.5892975330352783,0.3720157444477081,0.3628398776054382,0.1407053619623184,0.1477563232183456,0.0357732437551021,0.0299081318080425,0.6520779132843018,0.6451036334037781,0.6046568751335144,0.5931093692779541,0.5900824666023254,0.5607975721359253,0.5932524800300598,0.5542154908180237,0.5665293335914612,0.5045697093009949,0.5613429546356201,0.480977714061737,0.5928106307983398,0.5396587252616882,0.0607791617512702,0.371374100446701
GR_TRIP51492_0,uː,ʊ,z,t,GR75,GR25,GR407,GR-participant6,GR-participant3,False,0,GR,3,0.4809330403804779,0.6733585000038147,0.2918634116649627,0.3638643622398376,0.20027756690979,0.0973274186253547,0.0845331475138664,0.0134611120447516,0.4979881048202514,0.7075896859169006,0.4570807516574859,0.674849271774292,0.4158320128917694,0.6161090135574341,0.4270621836185455,0.6183283925056458,0.4401559829711914,0.6098796725273132,0.4042146205902099,0.4705477952957153,0.425897479057312,0.5848753452301025,0.3331708908081054,0.0874063670635223
BR_TRIP20451_1,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,True,1,BR,2,0.6719177961349487,0.5949326157569885,0.4504406750202179,0.4018508195877075,0.2661190330982208,0.2202140986919403,0.0447591245174407,0.0305267386138439,0.7735113501548767,0.7603266835212708,0.7075459361076355,0.683458149433136,0.6687726378440857,0.6249662041664124,0.6780673265457153,0.6262324452400208,0.6564327478408813,0.587631344795227,0.650117039680481,0.5953373908996582,0.6515162587165833,0.5739354491233826,0.1233914867043495,0.0708117559552192
FR_TRIP64782_1,ɔ,u,z,b,FR1303,FR1324,FR4004,FR-participant4,FR-participant8,True,1,FR,0,0.5117191672325134,0.4977700412273407,0.3112142384052276,0.3497716188430786,0.2696890234947204,0.3202726542949676,0.0773004218935966,0.0692936480045318,0.5331113934516907,0.5386532545089722,0.4542173445224762,0.4846730232238769,0.4088273346424103,0.432898074388504,0.4107176661491394,0.4378481805324554,0.4202053546905517,0.4510913491249084,0.4535048007965088,0.4663622081279754,0.4705143570899963,0.4433406591415405,0.3249744474887848,0.281037837266922
EN_TRIP2885_0,æ,ɑ,z,b,EN261,EN135,EN1450,EN-participant6,EN-participant3,False,0,EN,1,0.5464537143707275,0.5498268604278564,0.3716496229171753,0.3546700775623321,0.2448724657297134,0.2047893553972244,0.0369112938642501,0.0370695404708385,0.4575506150722503,0.4799678921699524,0.4125799834728241,0.4252983927726745,0.3761675357818603,0.376410961151123,0.3850206732749939,0.3921737372875213,0.3729125559329986,0.381910502910614,0.3799730539321899,0.3780668079853058,0.4686073660850525,0.4734112918376922,0.3294698596000671,0.0669696405529975
FR_TRIP69934_0,e,i,z,f,FR3460,FR3827,FR868,FR-participant1,FR-participant2,False,0,FR,0,0.3984254002571106,0.5572121739387512,0.2727371752262115,0.3860966563224792,0.1945612579584121,0.3235961496829986,0.0349645689129829,0.0781337916851043,0.4899267852306366,0.5430039763450623,0.4313219785690307,0.4897711277008056,0.3859533071517944,0.4405209720134735,0.3743287622928619,0.4558267593383789,0.3735077977180481,0.4552267789840698,0.3879932165145874,0.4618202447891235,0.4334823787212372,0.5286045074462891,0.0992387160658836,0.6965590715408325
ES_TRIP4101_0,æ:,ø:,m,v,ES46,ES54,ES247,ES-participant2,ES-participant1,False,0,ES,6,0.3985079228878021,0.442406952381134,0.327398270368576,0.328375369310379,0.2793355286121368,0.3354633152484894,0.0357373729348182,0.1094516068696975,0.527453601360321,0.5779995322227478,0.4827800393104553,0.5281077027320862,0.4360385537147522,0.4883500039577484,0.3955110013484955,0.4603044092655182,0.3471314013004303,0.4213695824146271,0.3549862802028656,0.4258833527565002,0.3806410133838653,0.4278573989868164,0.0908026471734047,0.4001962542533874
EN_TRIP36487_0,ʌ,ɑ,z,f,EN1514,EN1207,EN367,EN-participant3,EN-participant6,False,0,EN,1,0.5015011429786682,0.4582462906837463,0.352922648191452,0.2816931307315826,0.2164321541786193,0.168620690703392,0.0250528138130903,0.0353574566543102,0.4635818004608154,0.3887930810451507,0.4223182499408722,0.3636081218719482,0.3881669640541076,0.3408176302909851,0.3979843258857727,0.3333141207695007,0.4198528528213501,0.3486869633197784,0.4663913547992706,0.3843143582344055,0.5157431364059448,0.4046452343463897,0.2357553392648697,0.0980976223945617
EN_TRIP12320_1,ʊ,ɪ,z,f,EN2375,EN2530,EN1023,EN-participant5,EN-participant4,True,1,EN,1,0.3558922410011291,0.4458057880401611,0.2510408759117126,0.2544719576835632,0.1427788883447647,0.1913118362426757,0.026601418852806,0.0340040437877178,0.5043215155601501,0.500748336315155,0.4384945034980774,0.4279522895812988,0.3655983507633209,0.3864922225475311,0.3720933794975281,0.3899166285991668,0.3789069056510925,0.4161513745784759,0.3706448376178741,0.3964053094387054,0.3728961646556854,0.4356136918067932,0.1484276801347732,0.1509050726890564
ES_TRIP8100_0,i:,æ:,l,s,ES32,ES22,ES92,ES-participant2,ES-participant4,False,0,ES,6,0.5234757661819458,0.6923529505729675,0.3588771522045135,0.3626907169818878,0.2384175360202789,0.2994002997875213,0.0274933483451604,0.0302274283021688,0.6383857131004333,0.742703378200531,0.516395628452301,0.694084107875824,0.4656248092651367,0.6352791786193848,0.4966367483139038,0.6548324227333069,0.4974501430988312,0.6331171989440918,0.5131425261497498,0.64143967628479,0.5278869271278381,0.6466019749641418,0.095465250313282,0.0852154195308685
BR_TRIP13927_0,ẽ,ɐ̃,t,t,BR551,BR616,BR301,BR-participant3,BR-participant4,False,0,BR,2,0.5747755169868469,0.6154138445854187,0.4535717070102691,0.4229305386543274,0.1878772228956222,0.0354166440665721,0.0896778404712677,0.0080621419474482,0.686016857624054,0.6341150403022766,0.6067476868629456,0.5921564102172852,0.5379753708839417,0.5704778432846069,0.5513364672660828,0.6166644096374512,0.525317370891571,0.6220946311950684,0.5425371527671814,0.581106960773468,0.5806381106376648,0.581549346446991,0.127973660826683,0.0124750146642327
BR_TRIP8628_1,ũ,ẽ,s,t,BR173,BR9,BR662,BR-participant2,BR-participant1,True,1,BR,2,0.3073616623878479,0.5115648508071899,0.2010511755943298,0.2953070700168609,0.1175655648112297,0.1041351109743118,0.0331245101988315,0.0187560301274061,0.420411467552185,0.5368897318840027,0.3690760433673858,0.4853638708591461,0.3267296254634857,0.4693843722343445,0.3083581924438476,0.5088789463043213,0.3002747297286987,0.4951589405536651,0.3111074268817901,0.4862482249736786,0.3230148553848266,0.4889631271362304,0.0623979568481445,0.0469235926866531
EN_TRIP7163_1,ʌ,æ,z,b,EN2217,EN2014,EN1599,EN-participant7,EN-participant1,True,1,EN,1,0.541125476360321,0.4170430302619934,0.4005692899227142,0.2602998614311218,0.0824137479066848,0.107045404613018,0.0115486169233918,0.0341546759009361,0.5469250082969666,0.5668363571166992,0.4962716400623321,0.4878975450992584,0.4557322263717651,0.4372212588787079,0.4310012757778168,0.4364457130432129,0.4442628920078277,0.4417306184768677,0.4568574428558349,0.4046991467475891,0.521975576877594,0.4434108734130859,0.0384364761412143,0.0683434531092643
FR_TRIP12710_0,y,i,f,f,FR2113,FR2254,FR1286,FR-participant3,FR-participant4,False,0,FR,0,0.531859815120697,0.3841212391853332,0.386015772819519,0.2311378270387649,0.1906640231609344,0.130646139383316,0.0371652171015739,0.0303355045616626,0.5593826770782471,0.5450783967971802,0.5073206424713135,0.4892031848430633,0.4719964563846588,0.4518742859363556,0.4738051891326904,0.4545673727989197,0.4792425632476806,0.4326786398887634,0.4825141727924347,0.4309888482093811,0.4966601431369781,0.4099103212356567,0.465528130531311,0.0725385472178459
BR_TRIP46404_1,u,o,s,b,BR242,BR395,BR909,BR-participant4,BR-participant5,True,1,BR,2,0.6261821389198303,0.4978247880935669,0.4013101160526275,0.2930115163326263,0.2004300355911255,0.15177683532238,0.0313787162303924,0.0182585287839174,0.6192575693130493,0.5909475088119507,0.5451768040657043,0.5325000882148743,0.5148044228553772,0.5059831142425537,0.5319932699203491,0.5238673686981201,0.5162233710289001,0.5294244289398193,0.5238139629364014,0.5275558829307556,0.5319968461990356,0.5326128005981445,0.1738745272159576,0.0821596756577491
FR_TRIP30491_1,ɛ,ɛ̃,f,f,FR2928,FR3111,FR3742,FR-participant7,FR-participant5,True,1,FR,0,0.4509069919586181,0.4496018886566162,0.2570118606090545,0.2691000401973724,0.0940123796463012,0.2461250722408294,0.0230766851454973,0.0361364260315895,0.434630423784256,0.4553503096103668,0.4108165800571441,0.4229629635810852,0.3632024526596069,0.3798450529575348,0.3669718205928802,0.3584078550338745,0.3541263937950134,0.3776114881038666,0.3841356635093689,0.4077707529067993,0.4170345962047577,0.4324586391448974,0.1466001123189926,0.1356632709503173
BR_TRIP26667_1,u,ũ,m,d,BR942,BR955,BR246,BR-participant5,BR-participant4,True,1,BR,2,0.6404668092727661,0.5683383941650391,0.4011086523532867,0.3263615071773529,0.2144472897052765,0.1596283614635467,0.0232684146612882,0.0122561929747462,0.5963941216468811,0.5828465223312378,0.58487468957901,0.5655582547187805,0.5744155645370483,0.5576913356781006,0.5744552612304688,0.5536654591560364,0.5698844194412231,0.5841304659843445,0.6281589269638062,0.5956121683120728,0.6389681696891785,0.5963966846466064,0.1540762782096862,0.0272691678255796
FR_TRIP30529_0,ø,œ,f,f,FR2971,FR3032,FR2642,FR-participant7,FR-participant1,False,0,FR,0,0.5563986897468567,0.4593213498592376,0.4266562163829803,0.3411941230297088,0.4961250126361847,0.4004797041416168,0.0968036875128746,0.0636255294084549,0.542145311832428,0.4835614264011383,0.4845658242702484,0.4258813560009002,0.4650498926639557,0.4078278839588165,0.4645657837390899,0.4156790971755981,0.4299014210700989,0.3824588358402252,0.4254318177700043,0.3771801292896271,0.5144587755203247,0.3777973651885986,0.6141571402549744,0.317421555519104
ES_TRIP28043_1,a:,æ:,m,v,ES188,ES187,ES59,ES-participant3,ES-participant2,True,1,ES,6,0.3693046867847442,0.3585768640041351,0.2143336683511734,0.2412560582160949,0.138475239276886,0.1731807142496109,0.0114332502707839,0.0155214555561542,0.561057984828949,0.5635708570480347,0.5077297687530518,0.4927942454814911,0.4213097393512726,0.4344715476036072,0.3787013590335846,0.4175362884998321,0.336805135011673,0.3815328776836395,0.3581646680831909,0.3671668767929077,0.3748559057712555,0.3763695955276489,0.0300048273056745,0.0426801107823848
BR_TRIP31959_0,õ,ĩ,l,s,BR888,BR876,BR656,BR-participant5,BR-participant1,False,0,BR,2,0.4582885503768921,0.5479617714881897,0.3190831840038299,0.354235827922821,0.1967474222183227,0.3284160196781158,0.0206240713596344,0.0312764793634414,0.5096059441566467,0.5750821232795715,0.4624603986740112,0.5436901450157166,0.4348559081554413,0.5254599452018738,0.3934992253780365,0.5499804615974426,0.3726754486560821,0.5386171936988831,0.3930197954177856,0.5331244468688965,0.4553053975105285,0.5405361652374268,0.0498299673199653,0.0665620416402816
FR_TRIP82056_1,o,œ,z,b,FR3528,FR3951,FR3256,FR-participant5,FR-participant7,True,1,FR,0,0.3704824447631836,0.5074675679206848,0.1919829845428466,0.3678999841213226,0.1508454382419586,0.0882623642683029,0.0592702031135559,0.015908058732748,0.4593444168567657,0.5310803651809692,0.399186372756958,0.4634950160980224,0.3509309589862823,0.4129869043827057,0.3515436351299286,0.4145334661006927,0.3529278337955475,0.3973473012447357,0.3559571802616119,0.394213855266571,0.3812309801578522,0.456404834985733,0.1080419421195983,0.0264666881412267
ES_TRIP7083_0,ø:,ɤ:,l,s,ES66,ES31,ES90,ES-participant2,ES-participant4,False,0,ES,6,0.4043837487697601,0.5079153776168823,0.2200014740228653,0.3239846229553222,0.210048422217369,0.2546926438808441,0.0316996090114116,0.0396220758557319,0.6152958273887634,0.6444270014762878,0.5499394536018372,0.5593007206916809,0.5161382555961609,0.5470697283744812,0.5091328024864197,0.5571524500846863,0.4842510819435119,0.483527660369873,0.4673489332199096,0.4815199077129364,0.4261181354522705,0.5022076964378357,0.1104375272989273,0.1750223189592361
ES_TRIP22629_0,ɤ:,a:,s,t,ES85,ES89,ES286,ES-participant4,ES-participant5,False,0,ES,6,0.5370372533798218,0.4653307199478149,0.3194485604763031,0.2486224770545959,0.1009186953306198,0.0833020880818367,0.0227416642010211,0.0175207145512104,0.5866991877555847,0.5589328408241272,0.5179905891418457,0.4967615604400635,0.4703410565853119,0.4474204480648041,0.4776637256145477,0.455085813999176,0.4661845266819,0.4308816492557525,0.4603740870952606,0.433247298002243,0.5179207921028137,0.4802623093128204,0.2618800401687622,0.1820234805345535
TU_TRIP5838_1,y,œ,p,t,TU170,TU146,TU7,TU-participant3,TU-participant2,True,1,TU,5,0.5941447019577026,0.6416094303131104,0.4843885600566864,0.5337862968444824,0.3048584461212158,0.2988623082637787,0.0767726674675941,0.0666357055306434,0.6200245022773743,0.6783431172370911,0.5528896450996399,0.6128990650177002,0.512589156627655,0.5781401991844177,0.5034510493278503,0.5652891397476196,0.4775063991546631,0.5637645125389099,0.494747906923294,0.5706420540809631,0.5587570071220398,0.6057694554328918,0.3198155462741852,0.3161544799804687
GR_TRIP79817_1,iː,ʏ,b,s,GR673,GR692,GR592,GR-participant5,GR-participant1,True,1,GR,3,0.5053718686103821,0.6382712125778198,0.331626683473587,0.3872754573822021,0.1225702315568924,0.2320115119218826,0.0353663004934787,0.0296535491943359,0.6606292724609375,0.6494571566581726,0.5995765328407288,0.6181964874267578,0.53582364320755,0.5815208554267883,0.5207609534263611,0.6198881268501282,0.4853915572166443,0.6171373128890991,0.4623210430145263,0.5832343101501465,0.4852414429187774,0.5973680019378662,0.3620153963565826,0.1240931376814842
BR_TRIP47518_0,ũ,ɐ̃,s,t,BR433,BR251,BR573,BR-participant4,BR-participant3,False,0,BR,2,0.5912156105041504,0.7535642385482788,0.3570394217967987,0.4176502227783203,0.2282707244157791,0.232303500175476,0.0173253789544105,0.0207799207419157,0.6693559885025024,0.6834691166877747,0.6495442986488342,0.6789302229881287,0.6277292370796204,0.671204149723053,0.5825486183166504,0.7023912072181702,0.5839904546737671,0.7033556699752808,0.585053026676178,0.7085041999816895,0.5995141863822937,0.7425163388252258,0.0896576568484306,0.0612796880304813
BR_TRIP46062_1,õ,ɐ̃,k,s,BR421,BR402,BR514,BR-participant4,BR-participant3,True,1,BR,2,0.6948094367980957,0.6467854380607605,0.5313913226127625,0.362040251493454,0.1060867980122566,0.1484757959842682,0.022222438827157,0.0357962399721145,0.5996289849281311,0.6881532073020935,0.5651059746742249,0.6658185720443726,0.5651604533195496,0.6478838324546814,0.5846356749534607,0.6617627143859863,0.5625804662704468,0.6269673109054565,0.5561621189117432,0.6019010543823242,0.6382777690887451,0.6202274560928345,0.1452997624874115,0.183131068944931
EN_TRIP3927_0,ʊ,ʌ,t,s,EN31,EN250,EN1164,EN-participant6,EN-participant3,False,0,EN,1,0.4541971683502197,0.5110247731208801,0.2748584449291229,0.2519499063491821,0.0578059740364551,0.052882146090269,0.0111432783305644,0.0129800345748662,0.4211002886295318,0.5024111270904541,0.3937866389751434,0.4678081572055816,0.3585977554321289,0.4418087899684906,0.3690437972545624,0.4697423875331878,0.3869856595993042,0.4799208343029022,0.3983504176139831,0.4963699281215668,0.4359209537506103,0.5347572565078735,0.1509775221347808,0.0506874397397041
EN_TRIP22888_0,u,ʊ,z,f,EN688,EN651,EN2756,EN-participant2,EN-participant8,False,0,EN,1,0.548168420791626,0.5971216559410095,0.3494753539562225,0.4324566423892975,0.2119394987821579,0.2846953868865967,0.0157090742141008,0.0255591664463281,0.4679355323314667,0.5882697701454163,0.426052063703537,0.5246222615242004,0.3955661356449127,0.5012922883033752,0.3982801735401153,0.497671514749527,0.3998697102069855,0.5226870775222778,0.4359330236911773,0.5397076606750488,0.5162148475646973,0.5703288912773132,0.030487585812807,0.0496874041855335
