filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,HuBERT (Transformer)_layer0_distance_tgt,HuBERT (Transformer)_layer0_distance_oth,HuBERT (Transformer)_layer1_distance_tgt,HuBERT (Transformer)_layer1_distance_oth,HuBERT (Transformer)_layer2_distance_tgt,HuBERT (Transformer)_layer2_distance_oth,HuBERT (Transformer)_layer3_distance_tgt,HuBERT (Transformer)_layer3_distance_oth,HuBERT (Transformer)_layer4_distance_tgt,HuBERT (Transformer)_layer4_distance_oth,HuBERT (Transformer)_layer5_distance_tgt,HuBERT (Transformer)_layer5_distance_oth,HuBERT (Transformer)_layer6_distance_tgt,HuBERT (Transformer)_layer6_distance_oth,HuBERT (Transformer)_layer7_distance_tgt,HuBERT (Transformer)_layer7_distance_oth,HuBERT (Transformer)_layer8_distance_tgt,HuBERT (Transformer)_layer8_distance_oth,HuBERT (Transformer)_layer9_distance_tgt,HuBERT (Transformer)_layer9_distance_oth,HuBERT (Transformer)_layer10_distance_tgt,HuBERT (Transformer)_layer10_distance_oth,HuBERT (Transformer)_layer11_distance_tgt,HuBERT (Transformer)_layer11_distance_oth,HuBERT (Logits)_distance_tgt,HuBERT (Logits)_distance_oth,logits_softmax_distance_tgt,logits_softmax_distance_oth
GR_TRIP18299_0,iː,ʏ,f,t,GR403,GR511,GR121,GR-participant3,GR-participant6,False,0,GR,3,0.3823982775211334,0.5559688806533813,0.3433896601200104,0.5069128274917603,0.3410538136959076,0.4994408190250397,0.3400182425975799,0.4879607260227203,0.3326874077320099,0.4771673381328583,0.3408776223659515,0.4891446828842163,0.3259220123291015,0.4852315485477447,0.310611218214035,0.4593932330608368,0.2289617508649826,0.3394598662853241,0.1877621561288833,0.2091209888458252,0.2691457271575928,0.2773353457450866,0.29712975025177,0.3318603038787842,0.2780501544475555,0.2778980433940887,0.9992507100105286,1.1848949193954468
ES_TRIP33047_0,ø:,æ:,l,s,ES267,ES235,ES66,ES-participant1,ES-participant2,False,0,ES,6,0.5381113290786743,0.6592251062393188,0.4799210131168365,0.5736528038978577,0.4998732805252075,0.604502260684967,0.4401107728481293,0.4665774703025818,0.3922558128833771,0.4334201514720917,0.3701898753643036,0.4122639000415802,0.3858809769153595,0.4049758613109588,0.3944782614707947,0.4395777285099029,0.381087452173233,0.4649379253387451,0.3478995263576507,0.4095808863639831,0.3411546945571899,0.4000732898712158,0.387786328792572,0.430924117565155,0.3015974760055542,0.3996420502662658,1.0535050630569458,2.1909661293029785
TU_TRIP11883_1,ɯ,i,t,s,TU228,TU220,TU160,TU-participant1,TU-participant3,True,1,TU,5,0.3437193036079407,0.434803158044815,0.2943901121616363,0.3538553416728973,0.3079834878444671,0.330190896987915,0.3015759587287903,0.3123647570610046,0.2674473524093628,0.2808219492435455,0.2961841821670532,0.2906780540943146,0.3031794428825378,0.3007751405239105,0.2912255823612213,0.3032155632972717,0.2502292692661285,0.2618954479694366,0.1768999546766281,0.2107376754283905,0.2451722472906112,0.2937542796134949,0.2545846700668335,0.4098969399929046,0.1957879662513733,0.351068764925003,0.5663772225379944,1.06337571144104
EN_TRIP7308_1,æ,ɪ,z,f,EN2017,EN2197,EN535,EN-participant7,EN-participant2,True,1,EN,1,0.4706955552101135,0.6813699007034302,0.4331901669502258,0.6052842736244202,0.393968254327774,0.5397562384605408,0.3534152507781982,0.5269650220870972,0.3321328163146972,0.483532577753067,0.3014880120754242,0.4773080945014953,0.2842267453670501,0.4604001641273498,0.2834559977054596,0.4704386293888092,0.2573137581348419,0.4063883423805237,0.2313320934772491,0.3501845300197601,0.2503004372119903,0.41309455037117,0.2499346882104873,0.4636213779449463,0.1837343275547027,0.367062360048294,0.9714315533638,1.786277174949646
FR_TRIP57001_1,ɔ,œ,f,f,FR1456,FR1615,FR4475,FR-participant4,FR-participant8,True,1,FR,0,0.4963192045688629,0.5350701808929443,0.4654032588005066,0.4838430881500244,0.4810499250888824,0.4924220144748688,0.4194123148918152,0.4537137150764465,0.3932429552078247,0.4512025117874145,0.3670834600925445,0.4234463274478912,0.357483297586441,0.4086419939994812,0.3512097895145416,0.3992508053779602,0.3332217931747436,0.4089840352535248,0.3520106673240661,0.5116127729415894,0.3949068784713745,0.569532036781311,0.3778412044048309,0.5486942529678345,0.290316492319107,0.4015892446041107,1.5914018154144287,1.9164893627166748
BR_TRIP64101_1,u,o,k,s,BR834,BR718,BR112,BR-participant1,BR-participant2,True,1,BR,2,0.3527052700519562,0.3152638971805572,0.2813941836357116,0.2593458890914917,0.2706823348999023,0.2601724565029144,0.2446733117103576,0.2567318379878998,0.2210705131292343,0.2408975958824157,0.2268763482570648,0.244686096906662,0.2287898063659668,0.2446007877588272,0.2268687933683395,0.2336049824953079,0.1864201873540878,0.2127005010843277,0.1548170000314712,0.2168076783418655,0.1756464689970016,0.236801877617836,0.1668508350849151,0.2151601910591125,0.1042024418711662,0.1555250287055969,0.6236675977706909,0.9087674021720886
GR_TRIP77222_0,ʊ,ʏ,f,s,GR708,GR666,GR236,GR-participant5,GR-participant2,False,0,GR,3,0.3640040457248688,0.3705547153949737,0.3100265562534332,0.329041838645935,0.3045792281627655,0.3289197981357574,0.2950122058391571,0.327773779630661,0.2706647217273712,0.2966741323471069,0.2658331990242004,0.2850419580936432,0.2528644204139709,0.2745786905288696,0.2636977732181549,0.2866694331169128,0.2501326501369476,0.2643927335739136,0.2787110805511474,0.2462053596973419,0.3515518307685852,0.2642672955989837,0.268007755279541,0.2641263902187347,0.1799759119749069,0.2047645598649978,0.7657296657562256,1.1380150318145752
GL_TRIP1374_1,ɔ,o,g,g,GLO126,GLO114,GLO75,S04F,S03M,True,1,GL,4,0.2638835906982422,0.4223200678825378,0.2577095925807953,0.3629115223884582,0.257184624671936,0.3803217113018036,0.2499401718378067,0.3653527498245239,0.2416509389877319,0.37079519033432,0.2367008179426193,0.3464663326740265,0.2169231325387954,0.3344760537147522,0.2289684414863586,0.337767094373703,0.2332772612571716,0.3385485112667084,0.252521812915802,0.3407151103019714,0.2831599712371826,0.4053133130073547,0.2546944618225097,0.4057765901088714,0.1502244025468826,0.2592195570468902,0.9619653820991516,1.6550074815750122
EN_TRIP22267_0,ʊ,ʌ,z,b,EN648,EN456,EN203,EN-participant2,EN-participant6,False,0,EN,1,0.404170960187912,0.4588446915149688,0.3557226359844208,0.3877879381179809,0.3388121128082275,0.3589650690555572,0.3379358053207397,0.369609534740448,0.3352476954460144,0.3681314587593078,0.3382176160812378,0.3963477313518524,0.3403889238834381,0.4057733416557312,0.3066680133342743,0.3769299387931824,0.246356800198555,0.2978996634483337,0.1496099978685379,0.1787098348140716,0.1608246564865112,0.1898488998413086,0.2120639532804489,0.2449318617582321,0.1847274601459503,0.2028558999300003,0.9001957178115845,1.1102516651153564
FR_TRIP65103_0,ɛ,ɛ̃,z,b,FR1563,FR1480,FR1812,FR-participant4,FR-participant3,False,0,FR,0,0.4935092031955719,0.5367726683616638,0.4176308512687683,0.4900110065937042,0.4252593219280243,0.520270586013794,0.3848703801631927,0.533465564250946,0.389638602733612,0.5507813096046448,0.3569512963294983,0.5598137974739075,0.355356752872467,0.5866657495498657,0.344779759645462,0.5899844765663147,0.2821180522441864,0.5614052414894104,0.2547255754470825,0.4839469194412231,0.3186927437782287,0.5152936577796936,0.3440772891044616,0.5335386991500854,0.2806161046028137,0.4205087721347809,1.6946288347244263,2.208869695663452
ES_TRIP36947_0,y:,ɤ:,m,v,ES246,ES244,ES57,ES-participant1,ES-participant2,False,0,ES,6,0.4486726522445678,0.5051720142364502,0.3721854984760284,0.4115088582038879,0.3713501095771789,0.416386067867279,0.355232298374176,0.395301342010498,0.3620995283126831,0.3785087764263153,0.3379857838153839,0.3777453303337097,0.350984126329422,0.3725602924823761,0.3614935278892517,0.3835125267505646,0.349414587020874,0.3428970277309418,0.318623811006546,0.2668265104293823,0.4109193682670593,0.3643788695335388,0.5522814393043518,0.5033373236656189,0.4683610200881958,0.4598927795886993,2.229358434677124,1.9074965715408325
BR_TRIP2113_1,ũ,ɐ̃,m,d,BR170,BR52,BR334,BR-participant2,BR-participant4,True,1,BR,2,0.4760544896125793,0.4883190393447876,0.3926348090171814,0.4348297119140625,0.4109562933444977,0.435763269662857,0.4104718565940857,0.4416603147983551,0.4165976345539093,0.4106348156929016,0.4135055541992187,0.4213238954544067,0.4353685975074768,0.4380833506584167,0.4354347288608551,0.4547850489616394,0.3737989962100982,0.393481433391571,0.3223898112773895,0.3962520658969879,0.401906669139862,0.4560535252094269,0.5313369035720825,0.4662360250949859,0.51906818151474,0.3866345584392547,1.9584072828292847,1.5574434995651245
TU_TRIP5093_0,u,i,ʃ,t,TU136,TU179,TU248,TU-participant3,TU-participant1,False,0,TU,5,0.4903132319450378,0.4229782819747925,0.3967891931533813,0.3875965774059295,0.4396248459815979,0.408916711807251,0.3236428797245025,0.3548712432384491,0.3479589521884918,0.3798251748085022,0.3693691790103912,0.4110732674598694,0.4135191738605499,0.4663653373718261,0.409909039735794,0.4497415423393249,0.4233931005001068,0.4648961424827575,0.3854134380817413,0.4502102434635162,0.4538451135158539,0.5335942506790161,0.5341702103614807,0.6468058824539185,0.4592549800872803,0.5660216212272644,1.6153411865234375,1.7071021795272827
GR_TRIP38022_1,aː,ʏ,b,s,GR602,GR547,GR658,GR-participant1,GR-participant5,True,1,GR,3,0.3714352250099182,0.5855976939201355,0.3391963541507721,0.5079852342605591,0.3424207866191864,0.4775315821170807,0.3174915313720703,0.4739198386669159,0.3121733963489532,0.4911530315876007,0.3249890506267547,0.5031387805938721,0.3463509380817413,0.5437408089637756,0.3594032227993011,0.5237175822257996,0.3576818704605102,0.5169240236282349,0.3465198576450348,0.4886801242828369,0.3692488074302673,0.5491868853569031,0.400240808725357,0.5848137140274048,0.342371791601181,0.5707248449325562,2.310232639312744,2.5429418087005615
BR_TRIP27614_1,o,ɔ,z,f,BR1005,BR1057,BR394,BR-participant5,BR-participant4,True,1,BR,2,0.4517771303653717,0.5023285150527954,0.3963877260684967,0.4688833355903625,0.3796975314617157,0.4416669905185699,0.3424066007137298,0.4288445711135864,0.3092526197433471,0.413531094789505,0.2989062368869781,0.3946287631988525,0.2742972373962402,0.3823080062866211,0.2811210453510284,0.3725330531597137,0.278472900390625,0.3347667157649994,0.2321889251470565,0.3309282958507538,0.2247014343738556,0.4110104441642761,0.2806836664676666,0.4672974348068237,0.2164196521043777,0.3396469950675964,0.9402322173118591,1.9224239587783813
GL_TRIP1189_1,ɛ,i,g,g,GLO59,GLO133,GLO148,S05M,S02M,True,1,GL,4,0.3146931529045105,0.3851747214794159,0.3197636008262634,0.3479557633399963,0.3294532597064972,0.3469474017620086,0.3510170578956604,0.3667807877063751,0.3403968811035156,0.3725243508815765,0.3428953886032104,0.3890159726142883,0.3795671463012695,0.4307384192943573,0.349262923002243,0.4146302938461303,0.3462312817573547,0.4027867615222931,0.3228406012058258,0.351967453956604,0.4044980406761169,0.4241260886192322,0.4025717973709106,0.4812168180942535,0.2927571535110473,0.3684501945972442,1.4094350337982178,1.7616547346115112
TU_TRIP6672_0,i,y,t,s,TU45,TU48,TU77,TU-participant2,TU-participant4,False,0,TU,5,0.3427696526050567,0.3537685573101043,0.298700749874115,0.3327292799949646,0.292862981557846,0.3271569907665252,0.2593468725681305,0.2743566632270813,0.2525597810745239,0.2744547724723816,0.2492065727710724,0.2736456990242004,0.2346797436475753,0.2684952020645141,0.2204122543334961,0.2488085180521011,0.2147238105535507,0.1938932538032531,0.1807330846786499,0.1378477662801742,0.2442909777164459,0.169733241200447,0.3518392443656921,0.2355106174945831,0.2889321744441986,0.2108596712350845,0.76071697473526,0.5121209025382996
FR_TRIP76049_1,e,ɛ,f,f,FR3553,FR3742,FR1930,FR-participant5,FR-participant3,True,1,FR,0,0.362428605556488,0.3423247933387756,0.3243710696697235,0.3121487200260162,0.3341804146766662,0.3294225633144378,0.3188024461269378,0.3164706528186798,0.2912927567958832,0.2937671542167663,0.2788591682910919,0.2906642854213714,0.2823026776313782,0.3007712066173553,0.2907251715660095,0.2880338132381439,0.2665804922580719,0.2687444984912872,0.1964960694313049,0.2240642458200454,0.2792880833148956,0.2689811885356903,0.396679013967514,0.3240596652030945,0.3851750791072845,0.2997262179851532,1.6102596521377563,1.6192729473114014
EN_TRIP6872_0,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,False,0,EN,1,0.604171097278595,0.691071093082428,0.5185564160346985,0.6400408744812012,0.486783504486084,0.61665278673172,0.4696350395679474,0.5903449058532715,0.4377216398715973,0.5448514223098755,0.429967999458313,0.5573087930679321,0.4372502863407135,0.5678468942642212,0.4047542512416839,0.6040204763412476,0.3576182425022125,0.5266107320785522,0.3303593695163727,0.3743902742862701,0.3659753799438476,0.3600678145885467,0.4278205633163452,0.4876499772071838,0.3800533711910248,0.4313767254352569,1.790834903717041,2.6926584243774414
ES_TRIP20536_0,ø:,ɤ:,m,v,ES78,ES136,ES339,ES-participant4,ES-participant5,False,0,ES,6,0.5951763391494751,0.4942047297954559,0.496053010225296,0.4527985751628876,0.4639975726604461,0.4724884033203125,0.3801791369915008,0.4156645238399505,0.3359870910644531,0.3599483072757721,0.3242417573928833,0.3475794196128845,0.3259584307670593,0.3543735146522522,0.3085664808750152,0.393246054649353,0.2848462164402008,0.420192152261734,0.2435355335474014,0.4257462918758392,0.2566742599010467,0.5059779286384583,0.3376040160655975,0.5215048789978027,0.2674883604049682,0.4016681015491485,0.7597097754478455,1.3315069675445557
GR_TRIP11438_1,iː,yː,z,t,GR217,GR182,GR719,GR-participant2,GR-participant5,True,1,GR,3,0.6309863924980164,0.6865727305412292,0.5603427886962891,0.627651035785675,0.5429927110671997,0.589362382888794,0.5285541415214539,0.5884776711463928,0.5236725807189941,0.5802643895149231,0.5672787427902222,0.5805704593658447,0.625535249710083,0.5891785025596619,0.624462902545929,0.5694686770439148,0.570942223072052,0.5293769240379333,0.4762961864471435,0.4500580728054046,0.5882935523986816,0.5275864601135254,0.6986989974975586,0.5973125696182251,0.666189968585968,0.5391561388969421,3.094768524169922,2.3104443550109863
TU_TRIP10257_1,y,œ,d,ʃ,TU261,TU250,TU158,TU-participant1,TU-participant3,True,1,TU,5,0.4746656417846679,0.4412845969200134,0.3935591876506805,0.3706329464912414,0.3604231178760528,0.3599405586719513,0.3650107979774475,0.3513270616531372,0.3405817151069641,0.3193740248680115,0.3585944771766662,0.3307759463787079,0.3613459467887878,0.3541744947433471,0.3469993770122528,0.3784198760986328,0.3079681992530823,0.3647054433822632,0.3192611038684845,0.3928293287754059,0.4236060678958893,0.4107567965984344,0.4259549975395202,0.4232178032398224,0.3375459313392639,0.3136998116970062,1.0443129539489746,1.4017537832260132
BR_TRIP49015_0,õ,ĩ,l,g,BR851,BR689,BR973,BR-participant1,BR-participant5,False,0,BR,2,0.3832700252532959,0.5455395579338074,0.3221755921840668,0.4938571453094482,0.3282103836536407,0.470700204372406,0.3313232064247131,0.4561502337455749,0.3396124243736267,0.4788807034492492,0.3490678071975708,0.4905511736869812,0.3768643140792846,0.5274548530578613,0.3864728808403015,0.5391870141029358,0.3411421179771423,0.518111526966095,0.2555407285690307,0.5204062461853027,0.2835246920585632,0.5710973739624023,0.3094567060470581,0.4875879287719726,0.3155243992805481,0.4011300206184387,0.9587538242340088,1.2249314785003662
BR_TRIP48178_1,e,i,s,p,BR284,BR385,BR931,BR-participant4,BR-participant5,True,1,BR,2,0.4684278666973114,0.4356017410755157,0.4150675535202026,0.3895988166332245,0.4199967682361603,0.3810822069644928,0.3935526907444,0.3511927127838135,0.3841384351253509,0.3294523060321808,0.3804999887943268,0.3152692914009094,0.396207183599472,0.3250495493412018,0.3977315723896026,0.3425250947475433,0.3855568170547485,0.3161201477050781,0.3441812694072723,0.2675181329250335,0.4103280305862427,0.2873648703098297,0.3810324370861053,0.3256745338439941,0.3150383830070495,0.2517307102680206,1.962350845336914,1.8002562522888184
GR_TRIP10332_0,ʏ,øː,l,t,GR156,GR251,GR31,GR-participant2,GR-participant6,False,0,GR,3,0.4092131853103637,0.5221227407455444,0.3982278108596802,0.5090827345848083,0.3884719908237457,0.4727633893489837,0.3895300924777984,0.471763551235199,0.3400581181049347,0.453850507736206,0.3178365528583526,0.4585094451904297,0.3045260906219482,0.4525829255580902,0.2858262956142425,0.4024750590324402,0.1957273036241531,0.2796558141708374,0.1113002672791481,0.1530173271894455,0.1493818014860153,0.2008383870124817,0.1854365766048431,0.2904675304889679,0.2204787731170654,0.2839248776435852,0.6558050513267517,0.9961712956428528
FR_TRIP69894_1,ɔ,u,z,f,FR2655,FR2308,FR1021,FR-participant1,FR-participant2,True,1,FR,0,0.506071150302887,0.5341084003448486,0.4410547018051147,0.4616952538490295,0.4177182018756866,0.4352900385856628,0.416259616613388,0.414283812046051,0.3956045806407928,0.3890883326530456,0.3695814907550812,0.394641637802124,0.3401648700237274,0.4204529523849487,0.3556370437145233,0.4052505195140838,0.3489413261413574,0.3712457418441772,0.3322103917598724,0.3109681010246277,0.3162516057491302,0.3384197950363159,0.3839445412158966,0.4671317934989929,0.359998881816864,0.4728784263134002,1.4909253120422363,1.6291695833206177
EN_TRIP28712_0,u,ɑ,f,s,EN837,EN856,EN237,EN-participant4,EN-participant6,False,0,EN,1,0.4677710831165313,0.5209375023841858,0.4361566305160522,0.4636116325855255,0.4534727334976196,0.4770323932170868,0.4399180114269256,0.4978673160076141,0.4071952104568481,0.4996158182621002,0.4230117201805115,0.5193088054656982,0.4461414515972137,0.5376781821250916,0.4551283419132232,0.5311446189880371,0.3953356444835663,0.5174013376235962,0.4000362157821655,0.4840778112411499,0.4366030395030975,0.5407192707061768,0.425563633441925,0.559290885925293,0.3630101978778839,0.4370288252830505,1.821793794631958,2.516075372695923
ES_TRIP7793_1,ɤ:,a:,l,s,ES31,ES35,ES268,ES-participant2,ES-participant1,True,1,ES,6,0.4066664278507232,0.5707550048828125,0.3473904132843017,0.5065460801124573,0.3523324131965637,0.4920769035816192,0.3172473609447479,0.468190461397171,0.3031658828258514,0.443064421415329,0.2932780086994171,0.4542974531650543,0.2976361811161041,0.4602580368518829,0.3161865174770355,0.4510123431682586,0.3255214393138885,0.4201195240020752,0.3942880928516388,0.5062620043754578,0.4081709086894989,0.554026186466217,0.3402219414710998,0.5821236371994019,0.2405205518007278,0.4716246128082275,0.9452328681945801,2.127175807952881
GL_TRIP1510_0,e,ɛ,f,f,GLO33,GLO143,GLO55,S04F,S03M,False,0,GL,4,0.3616532981395721,0.4224632382392883,0.3000569939613342,0.3725765943527221,0.2875417172908783,0.3682308793067932,0.2546854615211487,0.3445787727832794,0.2316743731498718,0.3417914807796478,0.212445855140686,0.3281308114528656,0.1919859051704406,0.3084064722061157,0.1907284706830978,0.3005397021770477,0.1894895583391189,0.2940958142280578,0.1739314347505569,0.2859650552272796,0.2105540782213211,0.3437847793102264,0.2058784663677215,0.3077175915241241,0.1115493327379226,0.1836441755294799,0.9595473408699036,1.331241250038147
ES_TRIP10846_1,y:,æ:,s,t,ES312,ES313,ES96,ES-participant5,ES-participant4,True,1,ES,6,0.3990132212638855,0.5968517065048218,0.367045909166336,0.5492872595787048,0.3395174741744995,0.5456677079200745,0.3203467130661011,0.5320547819137573,0.2909650206565857,0.5344714522361755,0.3032088875770569,0.561038613319397,0.3204064965248108,0.5527890920639038,0.3578566312789917,0.5739810466766357,0.3264225423336029,0.5386422872543335,0.3185551762580871,0.5932953953742981,0.3994307518005371,0.6704168915748596,0.4414432644844055,0.6577979922294617,0.3462472856044769,0.5630040764808655,1.9350751638412476,3.6791670322418213
BR_TRIP8853_0,ĩ,ẽ,s,t,BR159,BR142,BR265,BR-participant2,BR-participant4,False,0,BR,2,0.5053043961524963,0.5256702303886414,0.4634435176849365,0.4902300834655761,0.4449940919876098,0.4882653653621673,0.4223435223102569,0.4509202241897583,0.4095921814441681,0.4395187497138977,0.4100359082221985,0.4428032040596008,0.3985786437988281,0.4351942837238312,0.3990828394889831,0.4592591524124145,0.3805383145809173,0.4523420929908752,0.3338377177715301,0.4204871654510498,0.406458705663681,0.4950332045555115,0.4689837396144867,0.5521105527877808,0.3985064029693603,0.4590175747871399,2.225175619125366,3.1223626136779785
EN_TRIP6587_1,ʌ,ɑ,b,f,EN2178,EN1922,EN454,EN-participant7,EN-participant2,True,1,EN,1,0.4667456448078155,0.4717459976673126,0.3797264397144317,0.3767091035842895,0.3886582553386688,0.3812602758407593,0.3562175929546356,0.3655953705310821,0.3333990573883056,0.3492033779621124,0.3201185464859009,0.3529292345046997,0.2844568490982055,0.3620789349079132,0.2803070247173309,0.3766361176967621,0.2678385078907013,0.377480149269104,0.2597428262233734,0.3482316434383392,0.301153302192688,0.3778525292873382,0.3140783309936523,0.3086344003677368,0.2711660265922546,0.2566702663898468,1.4152799844741821,1.3554452657699585
ES_TRIP7926_0,i:,ɤ:,l,s,ES20,ES31,ES221,ES-participant2,ES-participant1,False,0,ES,6,0.4829318523406982,0.5899156928062439,0.4108140468597412,0.5304328203201294,0.4009930491447449,0.4894231557846069,0.3760273456573486,0.4843699932098388,0.3329183161258697,0.4598152935504913,0.3264354467391968,0.4444710314273834,0.3368512392044067,0.4635171592235565,0.3316851556301117,0.4716358482837677,0.3347081243991852,0.4841032028198242,0.2457537055015564,0.4766927063465118,0.237831175327301,0.4464947283267975,0.2683245837688446,0.5298213362693787,0.2610915303230285,0.5026442408561707,0.7113727927207947,1.7107315063476562
FR_TRIP36081_1,ɑ̃,ɛ̃,z,f,FR4274,FR4206,FR456,FR-participant8,FR-participant6,True,1,FR,0,0.3701936602592468,0.4141082465648651,0.3433535695075989,0.3832830190658569,0.3468533754348755,0.3767924010753631,0.3204002678394317,0.3602008521556854,0.3099139928817749,0.3520088791847229,0.3054282665252685,0.3449862003326416,0.2982402145862579,0.3495437502861023,0.3181470036506653,0.356573075056076,0.335071861743927,0.3473220765590668,0.3496594727039337,0.3589621782302856,0.3992644548416137,0.4234438836574554,0.4300890266895294,0.4467967450618744,0.371072918176651,0.3436882495880127,3.075741767883301,2.7920470237731934
BR_TRIP26432_0,ũ,u,m,d,BR901,BR1043,BR703,BR-participant5,BR-participant1,False,0,BR,2,0.4293483197689056,0.5286625623703003,0.4001702070236206,0.5114321112632751,0.4099175035953522,0.4948138892650604,0.4048276245594024,0.4887609481811523,0.4242823719978332,0.5006298422813416,0.4484574794769287,0.5030032992362976,0.4729475677013397,0.517940878868103,0.4986889958381653,0.527192234992981,0.4717216193675995,0.4287743866443634,0.3972181677818298,0.330613911151886,0.5439601540565491,0.4607724249362945,0.635673463344574,0.5605417490005493,0.671469509601593,0.6108859777450562,2.7368814945220947,2.0044796466827393
GR_TRIP61485_1,ʊ,uː,f,s,GR262,GR308,GR542,GR-participant4,GR-participant1,True,1,GR,3,0.4191570878028869,0.4334776103496551,0.338455319404602,0.3756214082241058,0.3399166464805603,0.3615612089633941,0.3217706084251404,0.3211991190910339,0.3076221644878387,0.3191303610801697,0.2989258766174316,0.2809312343597412,0.2945536673069,0.2702288031578064,0.2726412713527679,0.2761573493480682,0.2474231123924255,0.2713778913021087,0.2142809927463531,0.2717303931713104,0.2631651759147644,0.3276961743831634,0.2690486311912536,0.2797365486621856,0.183847889304161,0.1895399093627929,1.1335992813110352,1.0129932165145874
GR_TRIP66682_0,yː,ʏ,ts,k,GR299,GR358,GR184,GR-participant4,GR-participant2,False,0,GR,3,0.5322962403297424,0.5704054236412048,0.4623324573040008,0.5287129878997803,0.4553998708724975,0.5170748233795166,0.4266932904720306,0.4419709742069244,0.3955617249011993,0.4088282883167267,0.3726131021976471,0.3867444694042206,0.3259753584861755,0.3698706924915313,0.3223349153995514,0.3675271868705749,0.3001422584056854,0.3300595283508301,0.3024733364582062,0.2575339078903198,0.3436311185359955,0.2798257172107696,0.2826969921588897,0.255409836769104,0.1760568618774414,0.1488521248102188,1.2170708179473877,1.0170737504959106
BR_TRIP38004_1,ɐ̃,a,k,b,BR254,BR361,BR478,BR-participant4,BR-participant3,True,1,BR,2,0.5230427980422974,0.4596849679946899,0.4666917622089386,0.4085670411586761,0.4911507964134216,0.4435985088348388,0.4927563965320587,0.4580597579479217,0.4619627892971039,0.4517234563827514,0.4591942727565765,0.4765803217887878,0.441292256116867,0.4922463297843933,0.4353322088718414,0.5042116045951843,0.3307422995567322,0.4788356721401214,0.2307545840740203,0.4005793631076813,0.3167253136634826,0.4154615402221679,0.3696131110191345,0.4351466596126556,0.2147408872842788,0.235492005944252,1.0838087797164917,1.2800740003585815
EN_TRIP17137_0,æ,ɑ,z,b,EN2816,EN2720,EN1692,EN-participant8,EN-participant1,False,0,EN,1,0.4239867031574249,0.4799890518188476,0.4890706241130829,0.4884274899959564,0.5052963495254517,0.4759593605995178,0.469708114862442,0.4413025975227356,0.4275429844856262,0.4635835289955139,0.4219504594802856,0.472936600446701,0.4489147365093231,0.5094377994537354,0.4890789985656738,0.5331500768661499,0.4583576023578644,0.4735091030597687,0.38848477602005,0.3810879588127136,0.4340270757675171,0.4085802435874939,0.6029832363128662,0.5090667009353638,0.504153311252594,0.4955540895462036,2.3514459133148193,3.461564302444458
FR_TRIP12333_1,ɑ̃,ɔ̃,f,f,FR1771,FR2137,FR1137,FR-participant3,FR-participant4,True,1,FR,0,0.4311125874519348,0.503227710723877,0.4121189415454864,0.4715346097946167,0.4221232831478119,0.4596549868583679,0.4091529548168182,0.4412850141525268,0.3973095118999481,0.4363752603530884,0.3972107172012329,0.4398311972618103,0.4023323059082031,0.4622268676757812,0.4065949022769928,0.4405486583709717,0.4059622883796692,0.3595319986343384,0.396440714597702,0.3500658273696899,0.4196881651878357,0.3871680796146393,0.3622664213180542,0.3371232450008392,0.2693822085857391,0.2491294294595718,1.1999231576919556,1.3191255331039429
EN_TRIP39874_0,ɪ,ʊ,z,b,EN1569,EN1727,EN295,EN-participant1,EN-participant6,False,0,EN,1,0.3765847086906433,0.4458176791667938,0.3281048238277435,0.4205732345581054,0.3275196850299835,0.4227335453033447,0.329853892326355,0.4122997224330902,0.3388797044754028,0.4239943027496338,0.3701971769332886,0.448870986700058,0.3461573421955108,0.4423117935657501,0.3273557722568512,0.4269857704639435,0.2629590034484863,0.3880060911178589,0.1855149567127227,0.2607679665088653,0.2285905331373214,0.303253561258316,0.2717558443546295,0.352924108505249,0.2352491319179535,0.3298971056938171,1.001648187637329,1.7691437005996704
BR_TRIP20488_1,i,ĩ,s,p,BR454,BR558,BR710,BR-participant3,BR-participant1,True,1,BR,2,0.3897746801376343,0.4469490945339203,0.3969170749187469,0.4431606531143188,0.4168466627597809,0.461978405714035,0.3648985624313354,0.4229539930820465,0.3287812173366546,0.4137238562107086,0.3307285606861114,0.4324282705783844,0.3150483667850494,0.4135744571685791,0.3075757622718811,0.400904893875122,0.2675144374370575,0.3707653284072876,0.2167438417673111,0.3176068663597107,0.2111420482397079,0.3491655588150024,0.1708125919103622,0.3740213215351105,0.1132392212748527,0.3197871148586273,0.6426485180854797,1.612061619758606
BR_TRIP64909_0,ɐ̃,ẽ,k,s,BR784,BR842,BR943,BR-participant1,BR-participant5,False,0,BR,2,0.373618334531784,0.4351384341716766,0.3614785075187683,0.3805232346057892,0.3606999218463897,0.3793500363826751,0.3344777524471283,0.37935870885849,0.3085280954837799,0.3551924526691437,0.2846946120262146,0.3399931788444519,0.2560805380344391,0.3291427195072174,0.2478106468915939,0.35061776638031,0.2365066558122635,0.3190892040729522,0.2544960677623749,0.2884012460708618,0.2791388928890228,0.326676994562149,0.1913111507892608,0.2998958826065063,0.1057976633310318,0.2139673829078674,0.7072544097900391,1.528005838394165
