index,#file_source,#file_extract,onset,offset,speaker,language,#phone,prev_phone,next_phone,context,dataset
FR1318,participant4_fr16.wav,FR1318.wav,9.96,10.56,FR-participant4,FR,a,ʃ,v,ʃ_v,WorldVowels
FR924,participant2_fr17.wav,FR924.wav,16.7,17.16,FR-participant2,FR,ɔ̃,f,f,f_f,WorldVowels
FR1681,participant4_fr3.wav,FR1681.wav,38.3,38.74,FR-participant4,FR,i,f,f,f_f,WorldVowels
FR623,participant2_fr6.wav,FR623.wav,6.74667,7.1,FR-participant2,FR,ɛ,f,f,f_f,WorldVowels
FR4332,participant8_fr5.wav,FR4332.wav,46.34,46.93,FR-participant8,FR,y,z,f,z_f,WorldVowels
FR3250,participant7_fr11.wav,FR3250.wav,18.40392,18.71,FR-participant7,FR,u,ʃ,v,ʃ_v,WorldVowels
FR1220,participant4_fr10.wav,FR1220.wav,28.01,28.57,FR-participant4,FR,ɛ,f,z,f_z,WorldVowels
FR3553,participant5_fr6.wav,FR3553.wav,19.99,20.56,FR-participant5,FR,e,f,f,f_f,WorldVowels
FR3845,participant5_fr13.wav,FR3845.wav,14.18,14.71,FR-participant5,FR,u,z,f,z_f,WorldVowels
FR2652,participant1_fr17.wav,FR2652.wav,7.5,7.85,FR-participant1,FR,ɔ,z,b,z_b,WorldVowels
FR4250,participant8_fr29.wav,FR4250.wav,12.59,13.06,FR-participant8,FR,ɔ̃,z,f,z_f,WorldVowels
FR1097,participant2_fr12.wav,FR1097.wav,24.14,24.53,FR-participant2,FR,u,f,f,f_f,WorldVowels
FR479,participant6_fr24.wav,FR479.wav,16.15,16.67,FR-participant6,FR,ɔ̃,f,f,f_f,WorldVowels
FR2334,participant1_fr23.wav,FR2334.wav,8.46261,8.78,FR-participant1,FR,ɔ̃,f,z,f_z,WorldVowels
FR1081,participant2_fr12.wav,FR1081.wav,5.31,5.64,FR-participant2,FR,u,z,b,z_b,WorldVowels
FR4206,participant8_fr25.wav,FR4206.wav,48.12,48.71,FR-participant8,FR,ɛ̃,z,f,z_f,WorldVowels
FR3185,participant7_fr2.wav,FR3185.wav,10.46,10.95,FR-participant7,FR,i,z,f,z_f,WorldVowels
FR3795,participant5_fr22.wav,FR3795.wav,1.85,2.4,FR-participant5,FR,ɑ̃,f,f,f_f,WorldVowels
FR1456,participant4_fr20.wav,FR1456.wav,13.58,14.16,FR-participant4,FR,ɔ,f,f,f_f,WorldVowels
FR2254,participant3_fr3.wav,FR2254.wav,25.86,26.38,FR-participant3,FR,i,f,f,f_f,WorldVowels
FR3968,participant5_fr9.wav,FR3968.wav,2.18,2.75,FR-participant5,FR,ø,z,f,z_f,WorldVowels
FR3779,participant5_fr7.wav,FR3779.wav,18.34,18.83,FR-participant5,FR,ɛ,z,b,z_b,WorldVowels
FR991,participant2_fr9.wav,FR991.wav,33.93,34.54,FR-participant2,FR,ø,f,f,f_f,WorldVowels
FR3486,participant5_fr17.wav,FR3486.wav,39.08,39.62,FR-participant5,FR,ɛ̃,f,f,f_f,WorldVowels
FR1685,participant4_fr8.wav,FR1685.wav,0.82,1.39,FR-participant4,FR,e,f,f,f_f,WorldVowels
FR3639,participant5_fr21.wav,FR3639.wav,23.01,23.44,FR-participant5,FR,ɑ̃,z,b,z_b,WorldVowels
FR2993,participant7_fr18.wav,FR2993.wav,29.80825,30.14000,FR-participant7,FR,ɑ̃,z,b,z_b,WorldVowels
FR3782,participant5_fr7.wav,FR3782.wav,23.18,23.75,FR-participant5,FR,ɛ,z,f,z_f,WorldVowels
FR2055,participant3_fr16.wav,FR2055.wav,38.92,39.41,FR-participant3,FR,u,z,b,z_b,WorldVowels
FR3301,participant7_fr19.wav,FR3301.wav,9.50710,10.13000,FR-participant7,FR,ɑ̃,f,f,f_f,WorldVowels
FR4164,participant8_fr17.wav,FR4164.wav,24.13,24.74,FR-participant8,FR,a,z,f,z_f,WorldVowels
FR3593,participant5_fr11.wav,FR3593.wav,42.43,42.91,FR-participant5,FR,a,z,f,z_f,WorldVowels
FR868,participant2_fr5.wav,FR868.wav,28.34,28.73,FR-participant2,FR,e,z,f,z_f,WorldVowels
FR2928,participant7_fr5.wav,FR2928.wav,1.89725,2.31,FR-participant7,FR,ɛ,f,f,f_f,WorldVowels
FR4356,participant8_fr8.wav,FR4356.wav,13.67,14.24,FR-participant8,FR,ɛ,z,f,z_f,WorldVowels
FR2234,participant3_fr8.wav,FR2234.wav,25.89,26.51,FR-participant3,FR,e,f,z,f_z,WorldVowels
FR409,participant6_fr5.wav,FR409.wav,9.07,9.62,FR-participant6,FR,y,f,f,f_f,WorldVowels
FR1157,participant4_fr22.wav,FR1157.wav,2.76,3.33,FR-participant4,FR,ɛ̃,f,f,f_f,WorldVowels
FR1324,participant4_fr16.wav,FR1324.wav,20.72,21.02,FR-participant4,FR,u,z,b,z_b,WorldVowels
FR2884,participant7_fr4.wav,FR2884.wav,31.45,31.84,FR-participant7,FR,ɛ,z,f,z_f,WorldVowels
FR865,participant2_fr5.wav,FR865.wav,25.02,25.43557,FR-participant2,FR,e,z,b,z_b,WorldVowels
FR3951,participant5_fr10.wav,FR3951.wav,20.19,20.6,FR-participant5,FR,œ,z,b,z_b,WorldVowels
FR0,participant6_fr11.wav,FR0.wav,0.29,0.97,FR-participant6,FR,ø,s,k,s_k,WorldVowels
FR1,participant6_fr11.wav,FR1.wav,2.83,3.36,FR-participant6,FR,ø,k,s,k_s,WorldVowels
FR2,participant6_fr11.wav,FR2.wav,4.54578,5.12398,FR-participant6,FR,ø,f,t,f_t,WorldVowels
FR3,participant6_fr11.wav,FR3.wav,8.78,9.25,FR-participant6,FR,ø,t,f,t_f,WorldVowels
FR4,participant6_fr11.wav,FR4.wav,10.26,10.73811,FR-participant6,FR,ø,s,p,s_p,WorldVowels
FR5,participant6_fr11.wav,FR5.wav,12.17428,12.62,FR-participant6,FR,ø,l,s,l_s,WorldVowels
FR6,participant6_fr11.wav,FR6.wav,13.68506,14.26326,FR-participant6,FR,ø,s,t,s_t,WorldVowels
FR7,participant6_fr11.wav,FR7.wav,15.54,16.12,FR-participant6,FR,ø,ts,k,ts_k,WorldVowels
FR8,participant6_fr11.wav,FR8.wav,17.76976,18.24,FR-participant6,FR,ø,ʃ,t,ʃ_t,WorldVowels
FR9,participant6_fr11.wav,FR9.wav,19.76,20.28,FR-participant6,FR,ø,p,t,p_t,WorldVowels
FR10,participant6_fr11.wav,FR10.wav,23.22,23.76,FR-participant6,FR,ø,t,s,t_s,WorldVowels
FR11,participant6_fr11.wav,FR11.wav,25.09984,25.62209,FR-participant6,FR,œ,l,t,l_t,WorldVowels
FR12,participant6_fr11.wav,FR12.wav,29.42701,29.94926,FR-participant6,FR,œ,d,k,d_k,WorldVowels
FR13,participant6_fr11.wav,FR13.wav,31.11265,31.7095,FR-participant6,FR,ɔ,f,z,f_z,WorldVowels
FR14,participant6_fr11.wav,FR14.wav,33.12257,33.71942,FR-participant6,FR,ø,d,g,d_g,WorldVowels
FR15,participant6_fr11.wav,FR15.wav,35.06234,35.67784,FR-participant6,FR,œ,t,t,t_t,WorldVowels
FR16,participant6_fr11.wav,FR16.wav,37.97199,39.03513,FR-participant6,FR,ø,ks,d,ks_d,WorldVowels
FR17,participant6_fr11.wav,FR17.wav,40.50861,41.03085,FR-participant6,FR,ø,ʃ,v,ʃ_v,WorldVowels
FR18,participant6_fr18.wav,FR18.wav,0.38,0.84,FR-participant6,FR,o,s,p,s_p,WorldVowels
FR19,participant6_fr18.wav,FR19.wav,2.33,2.82,FR-participant6,FR,o,l,s,l_s,WorldVowels
FR20,participant6_fr18.wav,FR20.wav,4.24735,4.67,FR-participant6,FR,o,s,t,s_t,WorldVowels
FR21,participant6_fr18.wav,FR21.wav,5.99,6.59,FR-participant6,FR,o,ts,k,ts_k,WorldVowels
FR22,participant6_fr18.wav,FR22.wav,7.90307,8.33000,FR-participant6,FR,o,ʃ,t,ʃ_t,WorldVowels
FR23,participant6_fr18.wav,FR23.wav,9.84,10.39,FR-participant6,FR,o,p,t,p_t,WorldVowels
FR24,participant6_fr18.wav,FR24.wav,11.73,12.24,FR-participant6,FR,o,t,s,t_s,WorldVowels
FR25,participant6_fr18.wav,FR25.wav,13.45,13.85,FR-participant6,FR,o,l,t,l_t,WorldVowels
FR26,participant6_fr18.wav,FR26.wav,16.46,16.98,FR-participant6,FR,o,d,k,d_k,WorldVowels
FR28,participant6_fr18.wav,FR28.wav,21.38,21.93,FR-participant6,FR,o,d,g,d_g,WorldVowels
FR29,participant6_fr18.wav,FR29.wav,23.38,23.99,FR-participant6,FR,o,t,t,t_t,WorldVowels
FR30,participant6_fr18.wav,FR30.wav,25.25,25.78,FR-participant6,FR,o,ks,d,ks_d,WorldVowels
FR31,participant6_fr18.wav,FR31.wav,27.03961,27.53,FR-participant6,FR,o,ʃ,v,ʃ_v,WorldVowels
FR32,participant6_fr18.wav,FR32.wav,30.17,30.63,FR-participant6,FR,ɔ,t,ʃ,t_ʃ,WorldVowels
FR33,participant6_fr18.wav,FR33.wav,31.63,32.17,FR-participant6,FR,ɔ,n,t,n_t,WorldVowels
FR34,participant6_fr18.wav,FR34.wav,33.24,33.71,FR-participant6,FR,ɔ,l,g,l_g,WorldVowels
FR35,participant6_fr18.wav,FR35.wav,34.95,35.45,FR-participant6,FR,ɔ,b,f,b_f,WorldVowels
FR36,participant6_fr18.wav,FR36.wav,36.77,37.36,FR-participant6,FR,ɔ,d,ʃ,d_ʃ,WorldVowels
FR38,participant6_fr18.wav,FR38.wav,40.32,40.8,FR-participant6,FR,ɔ,m,d,m_d,WorldVowels
FR39,participant6_fr18.wav,FR39.wav,41.97,42.55,FR-participant6,FR,ɔ,k,f,k_f,WorldVowels
FR41,participant6_fr18.wav,FR41.wav,45.63,46.22,FR-participant6,FR,ɔ,s,b,s_b,WorldVowels
FR48,participant6_fr2.wav,FR48.wav,14.46,15.03,FR-participant6,FR,i,t,ʃ,t_ʃ,WorldVowels
FR49,participant6_fr2.wav,FR49.wav,16.33,16.94,FR-participant6,FR,i,n,t,n_t,WorldVowels
FR50,participant6_fr2.wav,FR50.wav,18.56,18.99,FR-participant6,FR,i,l,g,l_g,WorldVowels
FR51,participant6_fr2.wav,FR51.wav,20.47,21.05,FR-participant6,FR,i,b,f,b_f,WorldVowels
FR52,participant6_fr2.wav,FR52.wav,22.53,23.14,FR-participant6,FR,i,d,ʃ,d_ʃ,WorldVowels
FR54,participant6_fr2.wav,FR54.wav,26.65,27.20747,FR-participant6,FR,i,m,b,m_b,WorldVowels
FR55,participant6_fr2.wav,FR55.wav,28.71,29.34,FR-participant6,FR,i,k,f,k_f,WorldVowels
FR57,participant6_fr2.wav,FR57.wav,33.03,33.54,FR-participant6,FR,i,s,b,s_b,WorldVowels
FR58,participant6_fr2.wav,FR58.wav,35.42,35.91,FR-participant6,FR,i,k,r,k_r,WorldVowels
FR59,participant6_fr2.wav,FR59.wav,37.5,38.2,FR-participant6,FR,i,d,s,d_s,WorldVowels
FR60,participant6_fr2.wav,FR60.wav,39.84,40.44,FR-participant6,FR,i,ɡ,s,ɡ_s,WorldVowels
FR61,participant6_fr2.wav,FR61.wav,41.99,42.45,FR-participant6,FR,i,p,p,p_p,WorldVowels
FR62,participant6_fr2.wav,FR62.wav,44.16,44.79,FR-participant6,FR,i,z,t,z_t,WorldVowels
FR63,participant6_fr23.wav,FR63.wav,0.58,1.15,FR-participant6,FR,œ̃,s,t,s_t,WorldVowels
FR64,participant6_fr23.wav,FR64.wav,2.56,3.35,FR-participant6,FR,œ̃,ts,k,ts_k,WorldVowels
FR65,participant6_fr23.wav,FR65.wav,4.39657,4.99000,FR-participant6,FR,œ̃,ʃ,t,ʃ_t,WorldVowels
FR66,participant6_fr23.wav,FR66.wav,6.06,6.69,FR-participant6,FR,œ̃,p,t,p_t,WorldVowels
FR67,participant6_fr23.wav,FR67.wav,8.96,9.79,FR-participant6,FR,œ̃,t,s,t_s,WorldVowels
FR68,participant6_fr23.wav,FR68.wav,10.90597,11.37,FR-participant6,FR,œ̃,l,t,l_t,WorldVowels
FR69,participant6_fr23.wav,FR69.wav,12.65,13.12,FR-participant6,FR,œ̃,d,k,d_k,WorldVowels
FR70,participant6_fr23.wav,FR70.wav,14.31922,14.85,FR-participant6,FR,œ̃,f,z,f_z,WorldVowels
FR71,participant6_fr23.wav,FR71.wav,15.87,16.34,FR-participant6,FR,œ̃,d,g,d_g,WorldVowels
FR72,participant6_fr23.wav,FR72.wav,17.59,18.2,FR-participant6,FR,œ̃,t,t,t_t,WorldVowels
FR73,participant6_fr23.wav,FR73.wav,19.7,20.24,FR-participant6,FR,œ̃,ks,d,ks_d,WorldVowels
FR74,participant6_fr23.wav,FR74.wav,21.50008,22.00368,FR-participant6,FR,œ̃,ʃ,v,ʃ_v,WorldVowels
FR75,participant6_fr23.wav,FR75.wav,24.53,25.06,FR-participant6,FR,ɔ̃,t,ʃ,t_ʃ,WorldVowels
FR76,participant6_fr23.wav,FR76.wav,26.0,26.41,FR-participant6,FR,ɔ̃,n,t,n_t,WorldVowels
FR77,participant6_fr23.wav,FR77.wav,27.63646,28.04,FR-participant6,FR,ɔ̃,l,g,l_g,WorldVowels
FR78,participant6_fr23.wav,FR78.wav,29.21,29.78,FR-participant6,FR,ɔ̃,b,f,b_f,WorldVowels
FR79,participant6_fr23.wav,FR79.wav,30.79,31.3,FR-participant6,FR,ɔ̃,d,ʃ,d_ʃ,WorldVowels
FR81,participant6_fr23.wav,FR81.wav,34.28,34.74,FR-participant6,FR,ɔ̃,m,d,m_d,WorldVowels
FR82,participant6_fr23.wav,FR82.wav,35.97,36.47,FR-participant6,FR,ɔ̃,k,f,k_f,WorldVowels
FR84,participant6_fr23.wav,FR84.wav,39.72,40.19,FR-participant6,FR,ɔ̃,s,b,s_b,WorldVowels
FR85,participant6_fr23.wav,FR85.wav,41.33,41.76,FR-participant6,FR,ɔ̃,k,r,k_r,WorldVowels
FR86,participant6_fr23.wav,FR86.wav,42.95,43.42,FR-participant6,FR,ɔ̃,d,s,d_s,WorldVowels
FR87,participant6_fr23.wav,FR87.wav,44.60675,45.19,FR-participant6,FR,ɔ̃,ɡ,s,ɡ_s,WorldVowels
FR88,participant6_fr9.wav,FR88.wav,0.69099,1.18,FR-participant6,FR,ɛ,s,t,s_t,WorldVowels
FR89,participant6_fr9.wav,FR89.wav,2.53,3.17,FR-participant6,FR,ɛ,ts,k,ts_k,WorldVowels
FR90,participant6_fr9.wav,FR90.wav,4.63758,5.14,FR-participant6,FR,ɛ,ʃ,t,ʃ_t,WorldVowels
FR91,participant6_fr9.wav,FR91.wav,6.46,7.06,FR-participant6,FR,ɛ,p,t,p_t,WorldVowels
FR92,participant6_fr9.wav,FR92.wav,8.6,9.21,FR-participant6,FR,ɛ,t,s,t_s,WorldVowels
FR93,participant6_fr9.wav,FR93.wav,10.55747,10.99,FR-participant6,FR,ɛ,l,t,l_t,WorldVowels
FR94,participant6_fr9.wav,FR94.wav,14.36,14.91,FR-participant6,FR,ɛ,d,k,d_k,WorldVowels
FR95,participant6_fr9.wav,FR95.wav,16.23,16.86,FR-participant6,FR,ɛ,f,z,f_z,WorldVowels
FR96,participant6_fr9.wav,FR96.wav,18.38,18.91,FR-participant6,FR,ɛ,d,g,d_g,WorldVowels
FR97,participant6_fr9.wav,FR97.wav,20.31,20.81,FR-participant6,FR,ɛ,t,t,t_t,WorldVowels
FR98,participant6_fr9.wav,FR98.wav,22.22,22.82,FR-participant6,FR,ɛ,ks,d,ks_d,WorldVowels
FR99,participant6_fr9.wav,FR99.wav,24.28967,24.77491,FR-participant6,FR,ɛ,ʃ,v,ʃ_v,WorldVowels
FR100,participant6_fr8.wav,FR100.wav,0.44243,1.03928,FR-participant6,FR,ɛ,d,f,d_f,WorldVowels
FR102,participant6_fr8.wav,FR102.wav,4.33,4.84,FR-participant6,FR,ɛ,m,d,m_d,WorldVowels
FR103,participant6_fr8.wav,FR103.wav,6.08,6.38,FR-participant6,FR,ɛ,k,f,k_f,WorldVowels
FR104,participant6_fr8.wav,FR104.wav,8.3,8.82,FR-participant6,FR,ɛ,z,f,z_f,WorldVowels
FR105,participant6_fr8.wav,FR105.wav,9.94,10.36,FR-participant6,FR,ɛ,s,b,s_b,WorldVowels
FR106,participant6_fr8.wav,FR106.wav,12.05,12.52,FR-participant6,FR,ɛ,k,r,k_r,WorldVowels
FR107,participant6_fr8.wav,FR107.wav,13.92,14.53,FR-participant6,FR,ɛ,d,s,d_s,WorldVowels
FR108,participant6_fr8.wav,FR108.wav,16.25,16.79,FR-participant6,FR,ɛ,ɡ,s,ɡ_s,WorldVowels
FR109,participant6_fr8.wav,FR109.wav,18.3,18.54,FR-participant6,FR,ɛ,p,p,p_p,WorldVowels
FR110,participant6_fr8.wav,FR110.wav,20.1,20.62,FR-participant6,FR,ɛ,z,t,z_t,WorldVowels
FR111,participant6_fr8.wav,FR111.wav,21.83,22.44,FR-participant6,FR,ɛ,b,s,b_s,WorldVowels
FR112,participant6_fr8.wav,FR112.wav,24.25,24.6,FR-participant6,FR,ɛ,k,b,k_b,WorldVowels
FR113,participant6_fr8.wav,FR113.wav,25.95,26.47,FR-participant6,FR,ɛ,g,g,g_g,WorldVowels
FR114,participant6_fr8.wav,FR114.wav,28.19,28.64,FR-participant6,FR,ɛ,m,v,m_v,WorldVowels
FR115,participant6_fr8.wav,FR115.wav,30.19,30.68,FR-participant6,FR,ɛ,b,k,b_k,WorldVowels
FR116,participant6_fr8.wav,FR116.wav,32.16819,32.73000,FR-participant6,FR,ɛ,f,s,f_s,WorldVowels
FR117,participant6_fr8.wav,FR117.wav,34.02848,34.48,FR-participant6,FR,e,f,f,f_f,WorldVowels
FR118,participant6_fr8.wav,FR118.wav,38.8,39.37,FR-participant6,FR,ɛ,s,k,s_k,WorldVowels
FR119,participant6_fr8.wav,FR119.wav,40.65,41.21,FR-participant6,FR,ɛ,k,s,k_s,WorldVowels
FR120,participant6_fr8.wav,FR120.wav,42.85068,43.32,FR-participant6,FR,ɛ,f,t,f_t,WorldVowels
FR121,participant6_fr8.wav,FR121.wav,44.56,45.21,FR-participant6,FR,ɛ,t,f,t_f,WorldVowels
FR123,participant6_fr8.wav,FR123.wav,51.32,51.81,FR-participant6,FR,ɛ,l,s,l_s,WorldVowels
FR124,participant6_fr21.wav,FR124.wav,0.7,1.22,FR-participant6,FR,ɛ̃,b,k,b_k,WorldVowels
FR125,participant6_fr21.wav,FR125.wav,2.51275,3.1,FR-participant6,FR,ɛ̃,f,s,f_s,WorldVowels
FR127,participant6_fr21.wav,FR127.wav,5.95,6.52,FR-participant6,FR,ɛ̃,s,k,s_k,WorldVowels
FR128,participant6_fr21.wav,FR128.wav,7.82,8.36,FR-participant6,FR,ɛ̃,k,s,k_s,WorldVowels
FR129,participant6_fr21.wav,FR129.wav,9.63766,10.21,FR-participant6,FR,ɛ̃,f,t,f_t,WorldVowels
FR130,participant6_fr21.wav,FR130.wav,11.83855,12.46,FR-participant6,FR,ɛ̃,t,f,t_f,WorldVowels
FR131,participant6_fr21.wav,FR131.wav,13.75967,14.24,FR-participant6,FR,ɛ̃,s,p,s_p,WorldVowels
FR132,participant6_fr21.wav,FR132.wav,15.38236,15.9,FR-participant6,FR,ɛ̃,l,s,l_s,WorldVowels
FR133,participant6_fr21.wav,FR133.wav,17.11696,17.73,FR-participant6,FR,ɛ̃,s,t,s_t,WorldVowels
FR134,participant6_fr21.wav,FR134.wav,18.9,19.58,FR-participant6,FR,ɛ̃,ts,k,ts_k,WorldVowels
FR135,participant6_fr21.wav,FR135.wav,21.18301,21.7,FR-participant6,FR,ɛ̃,ʃ,t,ʃ_t,WorldVowels
FR136,participant6_fr21.wav,FR136.wav,22.86,23.52,FR-participant6,FR,ɛ̃,p,t,p_t,WorldVowels
FR137,participant6_fr21.wav,FR137.wav,24.62,25.29,FR-participant6,FR,ɛ̃,t,s,t_s,WorldVowels
FR138,participant6_fr21.wav,FR138.wav,26.72253,27.16,FR-participant6,FR,ɛ̃,l,t,l_t,WorldVowels
FR139,participant6_fr21.wav,FR139.wav,30.53,31.13,FR-participant6,FR,ɛ̃,d,k,d_k,WorldVowels
FR140,participant6_fr21.wav,FR140.wav,32.25584,32.82000,FR-participant6,FR,ɛ̃,f,z,f_z,WorldVowels
FR141,participant6_fr21.wav,FR141.wav,33.93,34.56,FR-participant6,FR,ɛ̃,d,g,d_g,WorldVowels
FR142,participant6_fr21.wav,FR142.wav,35.62,36.3,FR-participant6,FR,ɛ̃,t,t,t_t,WorldVowels
FR143,participant6_fr21.wav,FR143.wav,37.49,38.18,FR-participant6,FR,ɛ̃,ks,d,ks_d,WorldVowels
FR144,participant6_fr21.wav,FR144.wav,39.32323,39.95,FR-participant6,FR,ɛ̃,ʃ,v,ʃ_v,WorldVowels
FR145,participant6_fr21.wav,FR145.wav,41.9531,42.47535,FR-participant6,FR,œ̃,t,ʃ,t_ʃ,WorldVowels
FR146,participant6_fr21.wav,FR146.wav,43.41,43.98,FR-participant6,FR,œ̃,n,t,n_t,WorldVowels
FR147,participant6_fr21.wav,FR147.wav,45.05,45.47,FR-participant6,FR,œ̃,l,g,l_g,WorldVowels
FR148,participant6_fr21.wav,FR148.wav,46.7,47.2,FR-participant6,FR,œ̃,b,f,b_f,WorldVowels
FR149,participant6_fr20.wav,FR149.wav,0.57299,1.1,FR-participant6,FR,ɔ,f,z,f_z,WorldVowels
FR150,participant6_fr20.wav,FR150.wav,2.42,2.9,FR-participant6,FR,ɔ,d,g,d_g,WorldVowels
FR151,participant6_fr20.wav,FR151.wav,4.21,4.82,FR-participant6,FR,ɔ,t,t,t_t,WorldVowels
FR152,participant6_fr20.wav,FR152.wav,6.61,7.25,FR-participant6,FR,ɔ,ks,d,ks_d,WorldVowels
FR153,participant6_fr20.wav,FR153.wav,8.53722,8.94,FR-participant6,FR,ɔ,ʃ,v,ʃ_v,WorldVowels
FR154,participant6_fr20.wav,FR154.wav,11.34,11.86,FR-participant6,FR,ɛ̃,t,ʃ,t_ʃ,WorldVowels
FR155,participant6_fr20.wav,FR155.wav,12.78,13.37,FR-participant6,FR,ɛ̃,n,t,n_t,WorldVowels
FR156,participant6_fr20.wav,FR156.wav,14.49,15.0,FR-participant6,FR,ɛ̃,l,g,l_g,WorldVowels
FR157,participant6_fr20.wav,FR157.wav,16.13,16.57,FR-participant6,FR,ɛ̃,b,f,b_f,WorldVowels
FR158,participant6_fr20.wav,FR158.wav,17.8,18.45,FR-participant6,FR,ɛ̃,d,ʃ,d_ʃ,WorldVowels
FR160,participant6_fr20.wav,FR160.wav,21.23,21.71,FR-participant6,FR,ɛ̃,m,d,m_d,WorldVowels
FR161,participant6_fr20.wav,FR161.wav,22.76,23.36,FR-participant6,FR,ɛ̃,k,f,k_f,WorldVowels
FR163,participant6_fr20.wav,FR163.wav,26.33085,26.72,FR-participant6,FR,ɛ̃,s,b,s_b,WorldVowels
FR164,participant6_fr20.wav,FR164.wav,28.24,28.72,FR-participant6,FR,ɛ̃,k,r,k_r,WorldVowels
FR165,participant6_fr20.wav,FR165.wav,30.07,30.75,FR-participant6,FR,ɛ̃,d,s,d_s,WorldVowels
FR166,participant6_fr20.wav,FR166.wav,31.86,32.4,FR-participant6,FR,ɛ̃,ɡ,s,ɡ_s,WorldVowels
FR167,participant6_fr20.wav,FR167.wav,33.76,34.29,FR-participant6,FR,ɛ̃,p,p,p_p,WorldVowels
FR168,participant6_fr20.wav,FR168.wav,35.45,36.06,FR-participant6,FR,ɛ̃,z,t,z_t,WorldVowels
FR169,participant6_fr20.wav,FR169.wav,37.37,37.94,FR-participant6,FR,ɛ̃,b,s,b_s,WorldVowels
FR170,participant6_fr20.wav,FR170.wav,39.06,39.53,FR-participant6,FR,ɛ̃,k,b,k_b,WorldVowels
FR171,participant6_fr20.wav,FR171.wav,42.9,43.39,FR-participant6,FR,ɛ̃,g,g,g_g,WorldVowels
FR172,participant6_fr20.wav,FR172.wav,44.52,45.07,FR-participant6,FR,ɛ̃,m,v,m_v,WorldVowels
FR173,participant6_fr12.wav,FR173.wav,1.24,1.7,FR-participant6,FR,œ,t,ʃ,t_ʃ,WorldVowels
FR174,participant6_fr12.wav,FR174.wav,2.56,2.93,FR-participant6,FR,œ,n,t,n_t,WorldVowels
FR175,participant6_fr12.wav,FR175.wav,4.02353,4.4,FR-participant6,FR,œ,l,g,l_g,WorldVowels
FR176,participant6_fr12.wav,FR176.wav,5.51,6.0,FR-participant6,FR,œ,b,f,b_f,WorldVowels
FR177,participant6_fr12.wav,FR177.wav,7.5,7.96,FR-participant6,FR,œ,d,ʃ,d_ʃ,WorldVowels
FR179,participant6_fr12.wav,FR179.wav,11.24,11.73,FR-participant6,FR,œ,m,d,m_d,WorldVowels
FR180,participant6_fr12.wav,FR180.wav,12.85,13.4,FR-participant6,FR,œ,k,f,k_f,WorldVowels
FR183,participant6_fr12.wav,FR183.wav,18.47,18.92,FR-participant6,FR,œ,k,r,k_r,WorldVowels
FR184,participant6_fr12.wav,FR184.wav,20.07,20.6,FR-participant6,FR,œ,d,s,d_s,WorldVowels
FR185,participant6_fr12.wav,FR185.wav,21.92907,22.49,FR-participant6,FR,œ,ɡ,s,ɡ_s,WorldVowels
FR186,participant6_fr12.wav,FR186.wav,23.64,24.08,FR-participant6,FR,œ,p,p,p_p,WorldVowels
FR187,participant6_fr12.wav,FR187.wav,25.46,25.99,FR-participant6,FR,œ,z,t,z_t,WorldVowels
FR188,participant6_fr12.wav,FR188.wav,27.69,28.2,FR-participant6,FR,œ,b,s,b_s,WorldVowels
FR189,participant6_fr12.wav,FR189.wav,29.39,29.75,FR-participant6,FR,œ,k,b,k_b,WorldVowels
FR190,participant6_fr12.wav,FR190.wav,31.47,32.02,FR-participant6,FR,œ,g,g,g_g,WorldVowels
FR191,participant6_fr12.wav,FR191.wav,33.41,33.91,FR-participant6,FR,œ,m,v,m_v,WorldVowels
FR192,participant6_fr12.wav,FR192.wav,35.28,35.75,FR-participant6,FR,œ,b,k,b_k,WorldVowels
FR193,participant6_fr12.wav,FR193.wav,36.98673,37.64,FR-participant6,FR,œ,f,s,f_s,WorldVowels
FR194,participant6_fr12.wav,FR194.wav,39.16121,39.7,FR-participant6,FR,œ,f,f,f_f,WorldVowels
FR195,participant6_fr12.wav,FR195.wav,40.99,41.62,FR-participant6,FR,œ,s,k,s_k,WorldVowels
FR196,participant6_fr12.wav,FR196.wav,42.89,43.42,FR-participant6,FR,œ,k,s,k_s,WorldVowels
FR197,participant6_fr12.wav,FR197.wav,44.70849,45.39,FR-participant6,FR,œ,f,t,f_t,WorldVowels
FR199,participant6_fr3.wav,FR199.wav,0.67,1.29,FR-participant6,FR,i,b,s,b_s,WorldVowels
FR200,participant6_fr3.wav,FR200.wav,2.94,3.5,FR-participant6,FR,i,k,b,k_b,WorldVowels
FR201,participant6_fr3.wav,FR201.wav,5.7,6.11,FR-participant6,FR,i,g,g,g_g,WorldVowels
FR202,participant6_fr3.wav,FR202.wav,7.75,8.31,FR-participant6,FR,i,m,v,m_v,WorldVowels
FR203,participant6_fr3.wav,FR203.wav,9.99,10.53,FR-participant6,FR,i,b,k,b_k,WorldVowels
FR206,participant6_fr3.wav,FR206.wav,16.44,17.1,FR-participant6,FR,i,s,k,s_k,WorldVowels
FR207,participant6_fr3.wav,FR207.wav,18.67,19.36,FR-participant6,FR,i,k,s,k_s,WorldVowels
FR208,participant6_fr3.wav,FR208.wav,21.02,21.68,FR-participant6,FR,i,f,t,f_t,WorldVowels
FR209,participant6_fr3.wav,FR209.wav,23.6,24.27,FR-participant6,FR,i,t,f,t_f,WorldVowels
FR210,participant6_fr3.wav,FR210.wav,26.85,27.29,FR-participant6,FR,i,s,p,s_p,WorldVowels
