Phone (Language),Response,value
ʊ (en-us),i,0.003508771929824561
ʊ (en-us),o,0.06222222222222218
ʊ (en-us),ø,0.08865497076023382
ʊ (en-us),œ,0.1646783625730995
ʊ (en-us),ɔ,0.12935672514619884
ʊ (en-us),ɔ̃,0.03976608187134502
ʊ (en-us),u,0.005614035087719298
ʊ (en-us),y,0.015438596491228074
ʌ (en-us),a,0.29280575539568365
ʌ (en-us),ɑ̃,0.08968824940047944
ʌ (en-us),e,0.010071942446043166
ʌ (en-us),ɛ,0.044604316546762564
ʌ (en-us),ɛ̃,0.2899280575539572
ʌ (en-us),i,0.00047961630695443646
ʌ (en-us),o,0.019424460431654682
ʌ (en-us),ø,0.04052757793764986
ʌ (en-us),œ,0.07170263788968814
ʌ (en-us),ɔ,0.10887290167865694
ʌ (en-us),ɔ̃,0.023741007194244608
ʌ (en-us),u,0.00023980815347721823
ʌ (en-us),y,0.0079136690647482
y (fr),a,0.018895966029723998
y (fr),ɑ̃,0.01974522292993632
y (fr),e,0.12632696390658174
y (fr),ɛ,0.031210191082802544
y (fr),ɛ̃,0.04267515923566877
y (fr),i,0.1205944798301486
y (fr),o,0.04904458598726111
y (fr),ø,0.1424628450106158
y (fr),œ,0.018471337579617834
y (fr),ɔ,0.002760084925690021
y (fr),ɔ̃,0.021019108280254776
y (fr),u,0.004246284501061571
y (fr),y,0.4025477707006372
y (tr),a,0.01111111111111111
y (tr),ɑ̃,0.005555555555555555
y (tr),e,0.09000000000000001
y (tr),ɛ,0.13888888888888895
y (tr),ɛ̃,0.05222222222222223
y (tr),i,0.04222222222222224
y (tr),o,0.028888888888888888
y (tr),ø,0.26444444444444454
y (tr),œ,0.06222222222222222
y (tr),ɔ,0.0033333333333333335
y (tr),ɔ̃,0.024444444444444442
y (tr),u,0.0022222222222222222
y (tr),y,0.27444444444444455
yː (de-mun),a,0.0
yː (de-mun),ɑ̃,0.003174603174603174
yː (de-mun),e,0.0746031746031746
yː (de-mun),ɛ,0.036507936507936524
yː (de-mun),ɛ̃,0.015343915343915342
yː (de-mun),i,0.03544973544973547
yː (de-mun),o,0.017989417989417993
yː (de-mun),ø,0.2814814814814813
yː (de-mun),œ,0.12380952380952383
yː (de-mun),ɔ,0.007407407407407407
yː (de-mun),ɔ̃,0.03492063492063493
yː (de-mun),u,0.01111111111111111
yː (de-mun),y,0.35820105820105813
yː (et),a,0.0
yː (et),ɑ̃,0.0011494252873563218
yː (et),e,0.18045977011494246
yː (et),ɛ,0.011494252873563218
yː (et),ɛ̃,0.02413793103448276
yː (et),i,0.014942528735632182
yː (et),o,0.004597701149425287
yː (et),ø,0.2655172413793104
yː (et),œ,0.18045977011494257
yː (et),ɔ,0.011494252873563218
yː (et),ɔ̃,0.020689655172413793
yː (et),u,0.02528735632183908
yː (et),y,0.25977011494252883
ʏ (de-mun),a,0.015277777777777779
ʏ (de-mun),ɑ̃,0.02037037037037038
ʏ (de-mun),e,0.047685185185185205
ʏ (de-mun),ɛ,0.21203703703703697
ʏ (de-mun),ɛ̃,0.075
ʏ (de-mun),i,0.029166666666666674
ʏ (de-mun),o,0.08055555555555552
ʏ (de-mun),ø,0.24537037037037018
ʏ (de-mun),œ,0.09722222222222227
ʏ (de-mun),ɔ,0.03564814814814817
ʏ (de-mun),ɔ̃,0.047222222222222235
ʏ (de-mun),u,0.0041666666666666675
ʏ (de-mun),y,0.09027777777777775
